Samples,SU_2,SU_3,SU_1,PU_2,PU_1,PU_3,QC,QC,QC,QC,CU_3,CU_2,CU_1
Group,SU,SU,SU,PU,PU,PU,QC,QC,QC,QC,CU,CU,CU
106.042234966655,718.82945284015,845.875756692331,710.674182431471,9548.77131917942,8767.49138060209,5598.48877661294,2232.36529951579,1917.04072046722,2061.10987129301,2131.28454713543,4407.38830314768,2928.88860132728,2138.19806010737
106.086642722169,2391.60632342424,2178.91926038177,3977.38617648895,4355.47242253385,2709.07780870783,2853.33882889956,4454.2967313118,4262.53788083282,4681.33673482236,4387.24979505077,3991.87240886609,7960.27286126885,3282.29779162785
106.087109672399,24139.0287685223,23992.5823660389,22619.6569088243,20384.2671849331,21827.5088642681,19614.5134200449,28293.172595079,33934.4135121461,30860.4686015598,29908.6845837701,28533.5283756512,38968.7006466645,27811.9734874915
107.049817935365,35618.8337466732,39383.1343992838,35270.0315724079,2538.16273405295,2335.44146820301,1408.73669465557,10004.166544169,9885.56747208333,10820.9908649663,9947.34788556386,7449.79863218522,7429.45630566555,6718.60492673568
107.049828608796,2899.66266347976,2691.73885449921,2185.43946024522,3255.37708433339,3896.15690341461,3297.51160526569,3244.72414236256,3437.46779973521,3088.15940830053,3308.62581540621,3966.7336601095,4276.5409922728,4119.79547725675
107.049858337585,3762.64924453819,3377.85889476235,3684.24374700252,2782.26207616863,2731.69920371525,2603.13015525712,3050.3731140165,3508.06217495464,3190.22064294211,3185.14019109604,4861.17321293119,4607.97297467812,4480.49945540995
107.050003333143,5793.17134822909,5841.96518883013,5371.92921790484,5838.89523349503,6460.18717199842,6478.62687489707,6157.54804455931,5804.24073830805,6040.78181298342,6046.07777540146,5730.26657662735,5602.18084350213,6519.54591929029
107.085947515797,2072.25179197398,2245.71386592638,1925.55180983582,1233.20647014545,1256.47625792864,1039.22434798209,8934.27290062489,9066.66709243371,8449.90735561956,8988.25170982871,12306.5708145231,12737.9287019751,13183.0748508491
107.086192799781,5824.31206215547,5661.35808259195,4926.19509610348,2976.40458310931,3219.79071709996,3627.16911219725,13239.3276576987,12425.2197586731,12574.244984068,12991.9026691374,28791.4061810164,29399.9373435467,30328.4139253728
107.086221966585,11217.8155818663,10203.4823144448,11311.003780888,2493.39649206051,2567.21109854015,2550.00285473233,5131.50663960895,5217.74078358303,5393.5248448328,5152.43163823904,7841.53553852906,7665.1963352273,6831.78800858528
107.086241179373,5023.42857102583,5713.97452293642,4615.3053128067,1333.94230790963,1886.78167122549,2142.59352863972,7270.68214668969,6687.34589956817,6522.42075676588,7099.19368814212,14640.0693063442,15197.7223005711,14527.9630391009
107.086272121941,3201.75295441458,2974.13923559441,3336.9565401154,14115.3842001695,12092.6516634746,14231.0399523125,5001.86098936961,4591.96760097722,5539.247288594,4855.97850907688,6507.70029101241,6614.9926182059,7041.12788077521
107.086315591515,4486.55738769543,4173.42518949458,3009.68606210089,1666.40285378046,2160.23940130965,1964.02540766669,5814.05094752015,6128.90227413071,6056.50461132062,5906.20167261192,16629.3817905223,16984.1847410445,18979.953719823
107.086317830787,2139.67050975012,1925.13708790382,1708.84544169144,924.0448982318,1522.05537245416,1462.6091443496,3689.20417128154,4037.14488264497,3712.98755643886,3795.55248099084,11103.5492419083,11660.8013564392,10730.8783611224
107.086379497204,1401.46493019883,1578.03701152329,1330.77074126319,1247.58009858995,989.878946567052,836.336041562524,5923.97582256178,5815.41916114897,6675.79510295311,5872.20031604364,6391.79389066364,6488.43013925522,6801.52859503891
107.086405653688,1773.58326853138,2178.31241770712,1777.41367335045,3993.03286801513,4476.21497128163,2079.12364386797,2429.65181313066,2666.68784947853,2576.42164016603,2498.85714679074,6328.78056878339,6213.52432418857,4279.92642371843
108.962831187125,5908.72421805519,5565.10482141636,5655.40165490574,6831.20330732672,6570.37370068637,6795.70487855626,6007.4595526354,5797.97028889297,5611.41525936735,5950.11849812127,8493.47115303402,8280.70604218862,8831.8784709124
109.101768803264,1566.21975466294,1637.78544295199,1659.69879248693,1788.27343848878,1676.76816049567,1441.79108771091,3690.5882117931,3775.0684803941,3598.11752137583,3719.45991549203,8505.57820421746,8509.65298856112,8861.96027808199
109.10177946518,2485.09957759372,2198.11006710391,1953.70342442669,1514.06161459866,1553.3390111002,1373.08686628146,9013.17634392896,9304.54060392318,9918.45618289992,9083.32972729103,10947.3839231605,11033.913953732,10338.9890539174
109.101789994112,1770.32745225678,1914.04785114613,1984.77057420455,1290.15978558046,1249.2590736398,1362.83352197604,12899.3244542848,12298.2057231987,12640.9207082752,12711.8570849212,6311.06189721688,6371.62772400179,7252.03080920138
109.101841559395,3850.8127227286,3915.00423067148,3247.15927830441,6451.98621820061,5995.48530442854,6221.95261411196,4236.60146522116,3854.02451636519,3959.18028564455,4118.1511574821,8364.42374739989,7111.57915828535,8221.1294887085
109.101864678336,3159.34966688598,2978.27250566737,2537.67991410854,3626.2586229254,2821.77357222019,2638.41606200914,6245.56949043356,6375.18444974117,6267.81135782251,6285.82881604459,7416.39401862503,7209.68936037334,9159.07338120724
109.101890072853,1767.00927633054,2007.74926099117,1973.96917245849,1876.77396078492,2554.46257133959,1721.64437981523,11202.7883741154,11577.6935095526,11449.4984221978,11314.314430959,4428.46251133411,5442.43733574198,5613.27558490324
109.101900477567,4729.37901216944,4187.06342324746,4032.09612728008,2622.1616432538,2986.96382555171,2827.00050677164,7708.43525242113,7571.38759502219,7235.24345770324,7676.56694967428,16510.8974279175,16452.389044406,18441.4414046329
109.101970862118,3903.36543307129,4330.03034021139,3201.27085778251,2366.70642233304,2729.33250902853,2195.42676963902,5796.4319832095,6291.34679931821,5675.17441532424,5952.04993398284,12693.4839320803,13870.5013951058,17741.8476178525
109.101974668256,2348.36450809467,2371.63913959925,2408.91965254842,1834.0899226602,1955.73320800695,1888.93580817445,8273.73970214597,9410.96304124449,8448.18933269122,8614.20911443345,7770.55525998387,8649.4451434612,9840.3839921228
109.10200930584,17016.3763838031,17426.4903762004,14743.0064495394,4337.51352766834,6198.77873452804,6188.41651572501,22847.1994520592,23003.4647631832,22205.0151214044,22912.5352503637,56271.8009631514,57107.9840303616,56932.0228709562
110.009802186637,226271.352793895,228147.344127631,223406.851373656,215056.893946124,222037.743955694,215895.782607797,206129.084164771,207397.661417735,213253.000388452,206359.392895481,219065.083047549,220311.000036949,230442.2176769
110.035304924772,1482.30097713026,1301.24697971489,1482.55308600386,5142.47974998052,5569.13905412143,5031.73024554907,3593.62390514998,3492.08782522821,3435.36984315774,3565.02777583548,8932.40509314707,9133.2809696012,9349.96535495859
110.035400951223,784.487796751776,898.951617333628,845.356211502721,1024.68859389898,1236.14974849846,1040.05005218771,3758.8438059418,3637.76415213034,4020.52433541702,3713.91609057073,6600.82472679989,5067.45171244632,5298.083865661
110.035665059444,5654.91419497682,6319.53837979079,5956.27421036611,20117.0449054004,19029.8901555651,19496.9731273142,15616.5877296764,16275.9795309205,15863.9175660221,15816.6483227468,26776.9424110234,26658.1117277074,28403.0400073501
110.036775276998,4051.43912073963,680.461562668801,3836.81759816368,11675.0366122068,12260.8326061174,11975.0187426507,3973.7079427569,4033.16225227867,3856.46769127409,3995.36671432813,12365.6832915986,10834.7801154578,11208.7172297882
111.044451761468,3209.66871028759,3066.67877180473,3310.48092274931,4930.55382231566,4139.29660695093,4330.16498015556,2823.12786160166,2558.65836097705,2690.6425942936,2739.64857176838,5156.63894892169,4739.87089754887,4995.7944454857
111.044654875244,1899.16812041208,1644.20564833739,1644.18711366385,3897.49990443415,3805.03773106966,3466.07345528506,3813.77284891949,3697.81791911283,3802.81266444652,3776.87769295559,3929.54971018763,3415.10484748086,3816.90983613375
111.044744129699,22598.6721790712,23244.547097443,21644.9089195475,1580.27809043268,1474.79078539367,1496.62669727338,9856.87698118637,10134.3420622913,9870.47856845177,9943.68153616876,1800.36186271565,1889.53351624743,1704.38252082435
111.04481919067,8343.04226589653,8785.7095654173,7738.0368969506,790.079692137422,788.888864560001,677.808645916806,2333.78850169528,2516.27237936752,2541.92349366305,2385.19377533235,1727.6555025315,1897.49330821974,1764.89978036242
111.044819731956,5732.94319773273,5926.88745899164,5498.75197575066,863.217687461953,714.440279038061,1575.86377531853,3986.62019572591,3927.07983966946,4073.38325759983,3965.55985672986,855.771571770492,750.071118812094,888.965945800534
111.045093315482,15464.2884446969,14956.0993982651,14343.2242659054,1061.47783194244,977.746430628935,1045.57839669784,6145.96784954223,6003.90447023846,6101.53124787087,6101.63810212343,1145.17855113748,1646.86131988237,1345.98354833828
112.896468815032,8354.33140918504,8112.29786489327,6472.0015358594,30557.6903192687,31732.1057771481,31058.5361519544,7257.35351435562,7972.59071579394,8650.52439777747,7444.94479324902,20280.5980469147,20348.087244537,19880.2702263326
113.071680806905,21463.795883024,22671.4489740648,22952.5355109374,1673.34846648007,1445.54012191434,1354.97330310744,4711.42206795851,4789.12412134145,4295.95568357101,4746.59703564304,2121.22549561037,2164.32212790249,1257.61115776772
113.964752216691,59716.0758070858,67383.0606016451,67650.040070686,60326.0539888478,67823.2913679632,67283.055709549,57255.4158446509,65062.1527341954,62494.7056228838,59496.3624214373,58653.4577386181,43751.5954598198,59029.0098232177
114.055697864082,9666.88908155829,11706.3318666402,10140.1831524249,6735.4536800269,6313.03276962001,6051.45559509843,27310.7551978833,27293.2241544627,27334.9611768146,27304.6029649612,18711.4027788585,17776.188034684,18303.3653664941
114.055745081695,8485.78589126731,9983.38158636754,9098.21623889852,8241.87256061805,8513.08217024056,10008.9357375736,16109.5561733057,15062.4594255643,15978.3664073748,15773.0407590322,13290.3863747383,12876.1697154629,14480.9606592478
114.092083811103,7791.73034929373,8409.26725783583,7159.17724373295,9531.32425107777,9722.09024048336,9370.29974518591,7469.65273977632,7034.15095900808,7922.26013219613,7318.20971679288,7121.61428984497,8106.47657419853,8003.79219844298
114.092158633507,1280.70773902803,1463.3533796496,1657.93282019268,5323.48853187592,4731.85494204055,4915.44198331865,4388.55038875522,4410.87141994503,4325.77845086001,4397.1586941794,4365.43023808554,3969.55527217911,5555.60113723298
114.0922048342,6424.78155288858,6714.22027349435,6329.06867955893,8762.21108749045,9061.83876885666,8277.03501101556,6951.47513417089,6230.036743923,6596.20849894299,6722.7086007514,6851.31176769317,7802.84154128378,7362.05071838003
114.893696452017,3244.9360163725,3818.76613907559,3294.26202364843,16513.7968279138,17302.5323739185,17539.6178504867,4458.49601516691,4149.11688336069,4159.1922285707,4365.37352294663,9188.34619491187,9229.24112803457,10746.7930229252
115.054817096855,4289.78260389672,4161.61375367325,4332.02284004204,37447.7117919898,36717.0094584613,34258.3083499507,10364.1106998935,10535.3547638103,10127.474226422,10423.9656407168,15877.9691698029,14992.1048779008,15707.0527325792
115.05485837535,2618.8162850773,2621.7367535137,2526.04650545619,5864.88914312589,6051.02531281782,5585.97751705693,3971.78641613062,3760.95641979131,3538.38305956982,3914.70568209785,7931.77117819913,6979.31019534426,6414.15295023477
115.054866026935,4563.45218388351,5858.52391268141,2940.82837359554,1380.30128648118,1522.32485428876,1434.56303289697,4011.39996848907,3717.42471812383,4136.58130300757,3912.81872414185,3738.54642883372,3630.6161284312,2888.9629342247
115.054998723874,30001.0903321441,32901.9529216529,29109.6602224842,45793.0557978162,44271.9684174684,44307.943881495,36656.948945244,37820.015606147,38031.8721642557,36988.5666031123,53165.7331352514,53081.36321441,54972.8828232393
115.055115401741,1877.75013368025,1897.32019224455,2065.55633868692,2129.55717433674,2124.23240174177,1941.39125618543,6469.92557048676,6427.16362042144,5674.76592502596,6477.01933428657,3786.95663123511,3340.62268389523,3656.95333703945
115.08727236665,7004.56174605991,6732.50730919558,6576.78397739691,781.98667880336,680.922613969863,749.957402737263,3204.1379319885,2748.81288314712,2988.68520931561,3057.32917196931,1121.01914063708,1091.80036490135,996.660843719386
116.070968283266,4779.56376120872,5111.42880389778,5149.35418338978,10677.3387676725,9978.36864224194,9617.16695240838,16685.4783868338,16010.1172093929,17033.5967803216,16459.9766453167,16389.0083349296,16453.7953779523,17238.4159285733
116.071221744471,3191.55500654206,3997.47267894819,3128.24890148821,5472.72521488374,5176.30723421181,4925.49598361136,10194.3008730981,9919.82779719945,10899.8087865719,10089.9639338736,8264.38504738237,7850.92567658473,9057.79528609899
116.071243322846,37335.3912452154,40836.4185525863,36976.3065119488,92260.7276142421,93265.9226389839,91461.2818696335,64277.7600359158,63489.279848053,64050.6999661077,64032.1577024718,103133.376155331,102512.550662951,105778.973199139
116.071280351692,10338.7036539749,11053.648680075,10193.2746061366,18919.3291013125,19503.2611875512,18882.754904299,22711.4566397365,22728.295005837,23651.3908984008,22694.3365808812,25658.2068932538,24657.4778161932,26652.4361916375
116.071283000222,7122.7493627625,8207.40578868855,7818.74754577246,15337.7656927109,17055.8831294489,15287.1324783233,14389.7518825345,12763.779426293,13909.7604242404,13864.4059620728,17176.6452573412,16278.9588410246,16168.1347019956
116.071284028072,12239.7345944349,12283.4311569025,12552.1965868917,19838.2237718081,19453.9869414757,19493.4197197087,17640.829566404,18041.2933991796,18316.9617264752,17750.5430232096,23705.4752345344,23680.1402252792,24864.8607800001
116.071290055024,2466.32457038897,2860.93443167019,2760.40091032892,3328.99831074823,3888.37375716948,3853.99006982374,4795.0991353902,4676.66801917732,4802.04790515195,4757.05593106909,6265.33755502895,5417.99353188066,5670.44027443149
116.976805082214,4702.73613332381,4071.11551435279,4660.86814242269,4666.10127019895,4676.63299878292,4428.21464139978,4253.23775533065,4373.72809398559,4696.7999535533,4280.70834992586,4336.2926134133,4287.40559631356,4146.33720014993
117.034069531832,1481.34719108255,1438.29271495834,1264.02548986855,945.246480256994,910.511752926563,876.251890997088,2589.10035683206,2584.76368693139,2620.49513621686,2586.96392321476,2462.88286665983,2146.32280595967,1836.82177504202
117.034166402582,8592.14275422401,9251.94652170115,7961.16543498607,4742.37791888502,4482.44722402037,4148.13775784305,9120.19959647548,9341.13143360403,9657.02500942075,9176.8690248949,14808.3663079232,14610.0567189724,14822.1022771786
117.034182114694,6256.34219004779,6910.23535901097,5890.14810339626,2698.72657308213,2424.38836792592,2310.00230225089,21844.9659144588,23729.4516687009,21676.9528253774,22429.8824165547,7575.26897881012,7706.72306409911,7875.42774743172
117.034376142731,4827.51366658434,4248.63545376943,3987.15912775919,2432.58044952327,2335.07664823467,2211.41855198044,6750.2647046134,6343.5977200286,6199.90406277924,6632.31896569269,14433.7806110454,14251.9251139355,14354.2082747707
117.070146577601,6108.7232096946,6483.258770078,6492.62459675292,62055.2843592144,63320.2616338722,59721.9753667073,17157.254532472,16722.547579016,15894.9015454693,17049.9618866412,24807.2035982732,23664.7909721232,24164.9570092647
117.070166871546,9251.09851229395,7470.57726058885,8038.96344659413,1555.33421768012,1515.91497784486,1621.52476998176,2965.16502821758,3010.51932785023,3577.41835372597,2965.86156860585,5214.10836096403,5986.36502416808,5082.89880169684
117.935553765792,7881.98728267019,7697.70160762195,8082.74726429043,7255.53491527946,7448.87761716141,6665.15466846289,7260.45765755964,7323.71377031921,6534.78091630574,7299.17818662807,7553.24441412346,7686.71571679354,6680.06828072223
117.935621823637,4588.51223149622,4566.53986581965,4275.49870795553,4214.89938389657,4519.80409982067,3958.90481719939,4569.36345810197,4572.29771889831,4496.91749156865,4572.07547145453,4514.8642363622,4792.29847418093,4016.5126262393
118.06603185915,21746.1515117814,25519.2441037059,21675.4280739124,39670.5732419294,42387.5439830225,40045.9015814967,39826.1694633897,40052.5465673455,39736.0951996781,39899.902628212,40283.721467455,39662.884262469,44426.2928011833
118.066059169358,2320.01960127882,3072.83542140998,3496.07704127371,7062.54351553978,7678.45798104132,5808.9627174926,5259.1580832538,5324.15384197304,4849.89020293925,5290.12294358099,9497.81613395133,9099.96629796912,7972.3403461102
118.066112780558,6248.41722714492,6576.67648688811,5636.0847127309,25369.4012816729,23302.8212914702,19276.200944864,15288.2984474776,15545.607638506,15757.7454681555,15358.0864806812,22046.3294830453,20042.9948141482,16748.0615547538
118.066169725855,2280.28000596567,2408.34785234395,2314.78628354974,3348.76905130793,3271.43090460179,3084.5464482981,2411.46606938646,2260.6438415783,3031.40674310136,2349.43813650932,4448.75588130908,4817.93617234659,5154.70992712968
118.066242564455,210075.447697261,223146.382706947,210694.728398526,301344.262450729,309710.326164257,301299.951279556,254477.33457814,247858.286065615,256167.862647263,252318.779213372,372675.892896354,362035.017950044,367049.705722441
118.066256967554,988.015687784506,923.417531404911,828.293137443502,1989.53447762611,2211.00937807189,1976.6583395595,3813.08008610771,4268.3683528445,4042.9084706433,3946.28195045567,3549.14459179729,3222.9580655158,3483.50915775027
118.086962989538,8873.78199093904,9570.64479766711,9712.52799169293,58199.4382847375,58746.003121141,57489.4248079018,27546.8674570908,28591.6908434537,28016.8881184516,27862.4255822734,57895.4265245362,53312.5204584783,60143.3750013288
Betaine,20404.3963765134,19633.0297191585,19903.941171552,48293.2589729635,48392.9891300329,46419.403817349,49921.3472379205,49964.5138226711,51330.2689526037,49901.144423322,37278.0222685933,36538.4480398326,35806.3272391999
118.087100730645,1214.71651242011,1172.19540297108,1543.55841237495,3597.73641322222,3687.73582762901,3811.62007516274,4218.20632645536,4460.94150393102,4460.91195211099,4287.85120584667,4786.79566382111,5059.58808468965,5006.80714437835
118.177122324938,2003.53031854157,2935.6562223509,2269.8123704036,6155.51999561693,6201.04899578522,5924.88756948386,3960.04043246955,3477.11984545388,3958.53269337217,3800.10118709592,9958.88171759624,8900.12225086423,9070.50974421635
119.036084961437,1806.99856422686,1102.91105909016,1406.30938306052,10684.3873768031,9905.4548415957,9747.01040451219,12526.0574045738,13134.0665596723,13386.9036476431,12695.1327877731,13616.4298901422,12919.6585050952,13509.6955998391
119.036477255483,12692.7549003921,13652.6621201734,13132.8294340881,24444.9219301464,24289.8584898542,24084.4395899449,14524.8053555629,15150.2761799918,15377.6427557253,14699.8067954742,43448.8259206482,41309.5097595784,42599.4957649388
119.049122979586,5408.85866615171,5284.80071027724,5380.12225441649,7786.18871941515,8166.0322150821,7429.6128742754,11541.8500514518,10398.3947462191,10574.1334182976,11190.1702918063,1062.9459519865,1390.72144705825,944.873070009482
119.049657442225,1415.08480542948,1976.29943049653,1936.64698858081,2880.72120768502,3261.72278024844,3000.8465838334,3079.34358613544,3525.91289631149,3317.37765824146,3208.61499185916,6177.51090124169,6185.48335075312,6706.67167384541
119.049690442037,2798.30540396253,2817.59238417358,2207.30536277818,2263.57090084805,2507.64085292034,1806.96252407743,4995.85777003567,5200.00348230999,4755.34708371786,5065.79457718908,10650.0817857955,10551.9833103824,8022.11228698181
