Samples,PU_1,PU_3,SU_2,PU_2,SU_1,SU_3,QC,QC,QC,QC,CU_2,CU_3,CU_1
Group,PU,PU,SU,PU,SU,SU,QC,QC,QC,QC,CU,CU,CU
281.2473261,16364.031,13518.023,18641.656,12203.016,15661.4375,16370.914,23253.688,25507.703,25303.266,23140.406,73220.69,67446,66828.19
281.2474473,28137.078,15559.672,46846.72,20982.86,13778.875,6147.1016,22502.547,28369.469,25839.406,82867.75,26762.188,22817.39,14371.086
281.2474601,16486.062,9804.273,11811.398,7125.66,8054.215,7676.293,36598.97,41660.312,44690.03,51664.094,58402.75,59043,68967.19
281.2475446,18769.312,14055.4375,52850.812,13970.82,14490.586,12155.547,155940.88,171689.5,168319.12,213912.75,46909.78,43717.188,48541.938
281.2476625,34547.906,26719.547,50462.53,22668.328,26471.953,23739.688,162713.25,187425.12,174450.88,191352.25,369667.25,357176.75,394536.5
281.247745,77105.125,67335.125,268776.5,55495.875,157697.62,159358,108435.44,148929.75,123537.44,168474,111494.69,103111.44,107351.125
281.2477584,31279.266,22496.11,155289.88,25444.453,79772.625,73179.56,86229.94,103847.25,121009.75,187640.62,99981.875,95794.56,103020.375
281.2477862,33103.03,24753.062,177079.88,26889.281,72490,70314.56,74983.375,96203.31,112975.69,187640.62,100178.125,95794.56,103020.375
281.2838509,7348.199,6218.914,19093.328,3553.9941,18183.766,21023.047,32317.25,31763.375,40286.03,41974.812,100743.94,95932.75,98152.69
282.0832071,41697.22,39470.312,6606.6797,40187.75,7055.828,7430.9297,27290.25,27564.984,30561.078,31797.875,45526.094,44185.344,44867.688
282.7850721,11115.289,12394.148,6050.875,11866.055,5543.082,5809.043,3617.3418,4240.9297,4703.6562,4503.879,5928.4297,6154.4375,7302.465
283.0228536,3955.793,3929.1914,901.2041,4403.8125,811.9243,633.2461,2105.287,2122.254,2720.496,2844.9512,5858.7266,5336.332,6408.746
283.0229078,858.4404,939.6328,10436.398,818.8081,13257.3125,13600.422,4791.9883,5345.3984,5715.957,6245.8125,9547.1875,9141.078,10784.5625
283.0230389,885.7627,982.395,4097.754,1052.9131,3800.3926,4339.0586,1915.1777,2196.3047,2547.6348,3305.1133,1156.998,1084.4932,1286.5947
283.0232529,675.43896,684.38965,16126.383,706.0254,17187.688,19128.234,7736.2188,8869.422,10049.141,10637.727,3464.412,3565.1973,1910.3496
283.0234061,1478.9482,1421.0352,20650.656,1872.7969,22144.438,22720.344,12515.422,13047.5,14138.0625,15488.523,982.05664,1233.251,1122.1201
283.0235538,15618.555,13801.328,6570.867,14796.719,6754.535,7191.8867,22982.188,24528.969,27690.156,28362.031,81430.69,78446.5,87205.06
283.0240082,968.6113,0,0,917.7588,0,0,11218.367,11874.992,13068.922,14216.367,38380.906,36522.062,39829.5
283.0240496,1234.9844,1159.8193,13860.078,1015.22754,14776.984,13384.531,6613.371,7063.121,8403.109,8808.383,1243.2695,1040.794,1115.9902
283.0240728,3411.8613,4011.0703,2979.7305,4376.285,3499.209,3403.9414,6455.426,7265.082,8765.703,9856.117,25544.61,27106.969,30240.047
283.0596685,627,827.7744,9887.266,778,11477.969,11292.469,8821.609,8818.445,10579.828,11300.914,14616.352,14631.703,15106.695
283.0597674,8757.883,7683.84,5376.457,8964.984,5232.5156,5338.832,8416.172,8898.305,8634.391,8936.859,23839.703,23950.453,24476.156
283.0597748,5936.551,6255.5664,2814.2617,7244.0312,3070.6348,3293.4805,5509.9688,5347.461,6455.043,6868.547,9868.43,11085.836,12409.828
283.060018,3769.8652,3527.1406,2606.3418,4239.4297,1730.5088,2008.9629,6627.1445,6793.551,8092.84,8247.57,25816.11,24784.656,26388.5
283.0601029,38870.656,43667.75,7858.3945,43618.72,9177.094,10232.109,29066.14,29854.047,36548.47,36993.78,30104.25,29227.625,32763.219
283.0601218,807.2969,998.0176,1619.8428,825.8125,1524.5576,1501.041,2607.246,2326.0176,3242.2969,3214.9434,9277.023,9946.664,10674.719
283.0601766,792.34424,1581.0176,2628.8984,1586.5459,3308.5918,2700.8262,4569.8867,4631.414,5459.2773,5574.949,25816.11,8951.734,21696.984
283.060259,2940.2363,2252.7227,4952.4805,2402.7422,5473.1133,5339.6367,4257.4844,4432.086,4853.8594,5761.8438,10438.953,11806.586,10818.32
283.0606069,5936.551,5278.293,2814.2617,4545.1523,2794.9902,1652.4238,3997.9395,4107.2305,5528.0703,4110.2383,8329.984,9088.875,10181.32
283.1900644,28602.594,29414.672,1840.0469,30789,2423.1797,2242.3105,7562.9844,7872.172,9453.8125,9956.445,18776.906,18228.422,21288.61
283.1902727,21809.516,23662.047,1282.1045,23922.25,1027.9297,1038.9248,4182.453,5441.2812,5602.004,6336.9727,9143.719,8739.75,9889.398
283.2629797,1780.2686,2222.754,1967.3262,2400.1602,2041.792,2112.7207,2289.7656,1988.0459,2314.8809,2338.1191,3240.6777,3413.129,3565.3008
283.9609684,4915.7734,4483.215,1784.6133,4407.9414,2225.705,1989.7383,3770.4707,3841.9785,4016.0645,4377.633,4897.9805,5171.7695,5508.867
284.0310744,955.85986,817.4946,10625.516,937.54346,11065.773,11270.5625,6088.797,6708.6914,6779.457,8554.133,1400.2275,1520.6025,2270.498
284.0310854,6481.3203,6716.6055,1426.4199,7057.676,2075.6855,1925.2314,10376.008,10037.641,10798.82,11550.672,26526.078,27609.766,27969.11
284.0311622,32375.828,33218,2320.371,35400.25,3297.5078,2841.8828,9888.109,9804.703,11759.945,12080.398,17814.672,18589.484,19659.016
284.0312184,2027.2979,1702.1777,777.27344,2215.748,791.1416,691.25684,9007.219,9308.484,11448.359,12570.344,53260.406,51527.72,56528.875
284.0313962,5102.508,5647.3867,3170.5586,5010.09,3347.9473,2893.293,4968.918,5739.246,6612.0547,7440.121,16273.539,16237.93,19465.36
284.0315491,1567.3711,1695.6699,9055.258,1492.998,9789.734,8958.461,13213.469,12828.625,14308.32,14796.477,50489.72,46383.5,53428.594
284.0315805,124768.81,124885.125,2598.4844,146791,3129.9512,3524.2617,30142.36,31151.094,36198.47,37826.22,20900.672,21435.531,25216.516
284.0316717,7124.574,8143.0195,2249.2441,8931.445,1756.2139,2183.5977,7695.1445,8323.977,10123.094,11876.664,38555.312,42192.78,43630.844
284.0316925,23724.531,21705.39,3164.2617,23939.797,3560.5273,3125.0957,5301.2266,5330.6797,5544.0234,5942.922,6545.617,6695.664,7471.875
284.0319071,233857.12,215233.75,22868,227011.62,23564.344,24120.312,111043.56,110918.19,121472.375,123063.31,197435.5,191902.75,206734.25
284.7823294,10378.625,10205.078,6430.8086,10856.789,5128.8984,6020.4297,3250.996,3348.9395,3995.4805,4430.0156,5282.8594,5172.496,5976.9375
285.0382002,17736.234,18551.406,3147.162,18763.188,3375.918,3314.4922,7493.9844,6887.7344,9275.945,9063.086,14666.273,14306.43,14798.031
285.0382571,54215.594,56258.78,6576.242,64399.78,7342.5312,8363.461,16274.383,17325.969,19402.328,21928.61,13796.617,14002.102,15400.172
285.0386654,27832.094,29320.61,5005.8555,29138.172,5067.551,4812.164,12723.695,13512.9375,15470.984,14920.844,29851.812,29403.578,32023.688
285.0386682,4014.371,4375.6875,9457.117,4196.551,9783.328,9417.18,8078.7305,8449.781,9972.125,10466.977,13323.422,12615.227,16345.422
285.0387715,5509.035,5786.086,8484.1875,6393.086,9066.695,9193.133,5736.5156,5417.2305,7125.1445,7283.25,7720.1406,6503,7739.1484
285.0389727,30345.234,31198.906,6294.59,35732.78,6917.7773,6309.6367,14546.93,15416.297,18770.484,19385.86,70000.5,69459.125,75843
285.0390565,5894.2773,5086.254,9502.414,5662.301,9667.727,10029.328,9661.0625,9090.703,10923.664,11722.289,5028.4805,5789.2617,5854.4844
285.0391364,3444.6016,3299.0078,9153.195,3873.793,9305.375,9161.211,5397.2305,5973.168,6881.4688,7512.5,5070.5273,4389.0703,4845.9062
285.0391899,5061.3984,5369.4805,1034.376,5755.1484,1034.1387,1100.0391,5222.461,5151.16,6752.5117,6800.8555,18686.547,18757.25,19880.562
285.0392689,18480.672,20851.625,5295.082,21913.89,6248.457,6003.207,9114.6875,10600.898,12587.672,13820.906,16536.234,16898.938,18089.281
285.0392878,3884.789,4002.8555,38275.78,3912.3887,39988.688,41063.78,23102.469,23109.375,26789.969,30308.25,5463.414,4862.203,5800.6016
285.0393024,2553.0703,3130.7676,32165.578,2939.1191,35685.812,36918.72,18449.781,19331.406,20905.297,24979.484,13346.148,13262.773,14409.352
285.0393187,2553.3809,2293.9727,13422.32,2957.6074,13724.039,14820.398,35564.72,36300.438,38674.656,37350.312,30240.86,30687.828,34439.812
285.0394397,5407.086,6408.6797,9193.414,6133.957,9409.523,10117.156,28388.172,29682.375,35410.22,38308.625,27091.172,29178.562,32820.438
285.0395495,10882.383,11231.172,40719.875,11361.398,45796.75,43717.406,37149.312,38032.375,41882,46809.53,33917.062,33754.72,40578.28
285.039584,5578.375,5746.375,26075.672,6406.711,28693.062,29094.797,14769.219,15624.234,17682.172,19203.797,15565.547,15079.695,17645.75
285.0396811,1134.167,1278.3232,19167.422,1486.3027,21079.156,20728.844,6552.09,7204.3633,6830.5312,8100.457,8975.039,9345.789,9755.672
285.039727,38236.28,45772,11802.375,49296.875,13944.969,13081.633,43439.562,43905.125,53964.75,61467.5,207935.38,219441.75,232507.25
285.0766901,5758.996,6045.043,1597.2617,6467.258,1407.2881,1655.5088,2158.4727,2485.0918,2658.166,2946.541,3925.6953,3558.8809,4381.16
285.0781303,898.7822,1087.0596,1248.7393,1118.7949,976.2129,1584.9766,2431.916,4183.051,4843.8984,5229.8086,4441.672,7092.461,7529.633
285.2051538,9684.234,11466.336,779.8589,11064.734,774.9883,668.125,1951.0166,2817.5312,2433.7734,3094.6582,4473.258,4087.5527,4523.4727
285.205513,36354.53,37440.28,1358.5244,37531.97,1593.3896,1717.2852,9168.016,9809.484,11127.719,12295.234,14845.039,13926.773,22215.75
285.2055949,71040.56,71954,2183.9395,74500.25,2349.9004,2199.625,14851.805,15572.359,18033.172,20051.562,27121.328,25538.562,28245.11
285.2056948,39972.594,42442.5,1529.4824,44189.844,1471.9355,1687.8281,8263.555,8036.922,9750,9186.008,10919.922,10248.055,9585.805
285.2057225,24679.984,24423.375,1312.9219,25441.219,1206.7754,1292.0771,7711.129,6740.5,8406.039,8177.449,18025.422,17040.25,20130.453
285.2058659,24775.156,25312.031,1249.3721,25687.094,1185.0195,1267.1211,5067.578,4770.035,5973.7305,6302.6055,9136.773,8058.3555,9158.797
285.2061883,61026.438,63780.75,3390.2715,62697.47,3798.8418,3347.584,13636.117,14843.43,15753.219,16077.859,24643.812,23177.078,25402.812
285.2062746,4856.918,4962.2266,0,5271.672,0,0,2445.3535,2464.3574,3191.625,2903.4746,8422.75,7453.4727,7266.574
285.2063655,20653.234,20817.094,1575.2188,20792.625,1988.8086,1905.9912,4426.008,4642.418,5710.9688,5445.6367,8815.664,7802.965,7773.4062
285.2420597,1913.2607,1732,1419.6084,1444.749,1399.7295,1536.8633,4735.6016,5051.0664,6159.457,5097.3164,24521.406,21435.812,23123.438
286.0456792,14791.617,15027.641,1885.6816,15845.758,2332.713,3098.5996,6226.4453,6254.6094,7927.926,7883.6484,7101.8164,6347.676,7037.5312
286.0814466,0,0,0,0,0,0,6038.7812,6542.703,4899.5625,7616.4414,755.5127,773.5757,773.5054
286.1757774,1080.7881,1066.3848,0,1073.4141,0,0,3547.791,3927.4492,5084.2305,4634.4727,1175.583,1173.2705,1285.3818
286.7898321,7213.992,7225.742,6962.5938,7576.0938,7099.4805,6715.035,6700.5195,6929.5195,6923.1445,7644.1094,6565.328,6391.5195,6890.9805
286.8018507,5977.496,5753.5547,3030.2812,6546.133,3841.9219,3520.5625,3586.3066,3512.7617,4647.84,4381.0703,5080.922,5152.7812,6418.535
286.8520566,4223.7227,4341.801,3652.6914,4650.6133,4379.3516,3923.4785,4271.1445,4370.9414,3944.7812,4538.832,3659.3633,3867.0508,4653.965
287.0542461,9617.219,9167.219,11689.258,9809.797,12771.32,12359.461,10068.352,11563.391,12355.125,12522.117,7426.7617,7908.457,9110.383
287.054333,3059.2168,2545.9785,4096.383,2517.3672,4703.1133,4294.293,10869.984,10683.984,12719.367,11695.875,58717.062,55406.938,56136.938
287.055276,12171.539,12539.758,197492.75,12368.969,196122.62,202285.62,74833.56,82025.5,94094.5,100432.75,2762.6855,2570.2031,2573.8027
287.0556142,21137.719,20676.297,157290.5,20836.094,184453.5,184879.62,111350.5,112464.875,130863.875,138149.5,2857.7812,3228.0605,3527.67
287.0557683,23028.719,24954.5,229831.25,24872.14,246392.75,246979.75,121458.19,134521.88,162220,184034.5,4055.373,3737.4473,4472.711
287.075797,2785.33,2820.2969,979.3154,2052.1777,778.6211,1082.6426,3109.3203,4295.3555,5004.9688,5396.41,13986.445,13662.078,15605.391
287.0760601,1197.9727,915.1289,0,1020.0283,894.81885,820.74854,4532.617,4955.6523,6516.6055,6696.246,20637.266,18985.766,22037.906
287.09137,600.62695,698.3721,1248.5879,834.2583,1274.2314,1562.0049,13601.242,15476.008,15199.914,16048.602,1935.3818,1973.0469,1900.4854
287.1279895,0,0,0,0,0,0,13938.289,14173,16157.375,17199.188,1459.7305,2089.3887,1174.1885
287.1295908,0,0,1051.71,0,801.146,0,6520.6797,6666.0156,7558.0273,7399.453,718.8086,0,984.0371
287.2210105,39464.5,40265.062,2155.2285,40423.594,3020.4648,2585.5156,8769.18,9676.1875,10659.984,11861.75,15201.164,16115.648,18310.75
287.221146,32429.672,29771.656,1682.6221,30666.562,2455.2793,1968.6172,6487.918,6686.8047,7846.3594,7013.8047,10315.422,9311.789,9731.023
287.2211714,47567.312,47306.125,2395.9434,48884.25,2264.5566,2491.127,9386.023,10947.852,13003.281,13223.078,18642.11,19326.203,19066.125
287.2212426,2529,2707.8906,1648.8535,2341.0781,2046.1758,1685.8105,2112.0488,1943.833,2085.5566,2242.0898,1969.6113,2291.4941,1916.6572
287.2212474,30527.328,32702.188,2071.8477,32587.062,2353.8516,1993.5947,6860.7812,6996.449,7424.0547,8581.141,12930.602,11318.789,13490.039
287.2215221,44949.656,46224.72,2714.0605,48637.875,2566.3828,2814.1758,9432.172,9285.43,11713.492,11404.531,13770.18,15792.352,14605.586
287.2217884,104611.19,106874.81,5601.9766,107325.06,5664.3047,5842.426,19202,19829.953,24743.828,25380.203,28904,28691.844,31910.14
288.058691,2783.207,3033.9492,10679.078,3184.5312,11320.164,10750.406,5938.504,6524.9453,6955.0195,8012.7305,1570.6113,1347.2393,1959.626
288.0759642,22645.312,23629.672,26598.156,21251.984,21144.703,29440.547,14910.656,17155.39,16743.469,18022.89,2246.5957,3396.4023,2825.0566
288.8512448,21917.234,23208.188,2915.4707,23756.89,3185.9746,2784.041,7945.6094,8165.2266,9417.57,9313.648,15973.672,16508.5,17230.516
288.9360142,226081.88,258164.88,163255.38,253063,162947,162334,248528.62,254176.12,278930,293733.25,145657.38,149104.62,164955.62
289.0062829,9225.492,12046.469,4934.875,11178.242,6455.6094,4630.4336,8849.906,8421.922,11633.109,13916.109,4258.121,5551.422,6536.1875
289.0706425,5922.6562,6282.8555,901695.5,7145.5156,942904,1000356,451266,473583.75,517848.75,550214.5,4605.504,4711.2656,4629.508
289.0710904,25748.125,26140.516,238819,26449.906,243748.5,240151.12,118452.69,126310.125,142253.25,150807.75,5346.035,7002.4883,7002.418
289.0712451,27203.797,27380.922,1136956,28815.438,1215375,1234404,618387,633666.5,720142,767727.5,6831.6016,5754.9336,6949.996
289.0712851,11172.047,11368.086,223512.25,12341.875,239903.38,236564,99083.25,104501.375,123732.44,130345.44,7068.9688,7535.2305,7350.6797
289.0714339,20440.547,22019.172,466642.5,22275.547,493274.25,481252,260117.88,267896.25,304437.25,300961.25,12867.836,12945.156,14009.234
289.0723702,83344.56,93375.44,102665.625,85062.25,89261.94,111338.875,55509.656,65799.94,61286.78,63856.125,10305.477,10665.805,8974.117
289.1432584,0,0,31314.078,647.7749,36752.594,37823.688,17720.031,18747.656,23031.531,28047.312,0,0,0
289.143262,1328.3877,1495.6943,41056.28,1165.1172,42089.594,44583.97,23147.844,23083.344,30136.86,35529.03,0,660.7002,0
289.143816,761.4209,1180.25,17525.25,1173.419,18246.188,19348.766,9313.094,4247.871,13397.883,16107.633,0,791.228,723.2422
289.2432294,0,0,39870.844,0,40768.906,41799.156,7247.9023,8659.148,12084.211,14360.773,0,0,0
289.2432514,0,0,51320.03,0,54366.125,55551.844,22564.422,23388.656,30621.375,34956.75,0,0,0
289.2432989,0,0,40943.47,0,42913.47,45881.875,12104.57,13840.891,17560.64,20172.125,0,0,0
289.2434792,0,0,11862.609,0,14019.469,12520.445,1992.6875,2211.6367,4042.3281,4970.668,0,0,0
289.3784893,0,0,16887.594,0,19483,20616.516,2421.9512,2518.2441,4878.449,6348.5625,0,0,0
290.8026764,6489.551,7492.4453,6211.125,8156.117,6235.824,6531.6797,5957.328,5160.8555,6811.3438,6342.8477,9233.828,10467.883,12260.641
290.9337464,3147.8164,3075.4531,3079.498,3315.4883,3298.4766,3058.9707,2920.7227,3466.4648,3156.5898,3069.4395,2852.6816,3403.748,3311.0977
290.9348633,41694.47,47026.938,28729.266,46287.78,29224.11,30653.734,45584.875,44344.875,51188.844,51568.438,26338,27334.516,30180.234
291.0508667,9790.742,9167.57,4686.965,8885.875,4440.5117,5657.461,45722.812,49757.22,49066.344,50473.47,1882.9512,2046.543,2737.8086
291.064978,0,0,9469.102,0,9690.523,9537.031,4960.7383,5159.1953,6074.668,7252.164,6942.922,7724.5586,9775.398
291.0653862,1706.6523,2054.5664,8790.789,2122.1602,10743.453,10233.766,10132.1875,10227.773,11071.227,12044.422,14600.172,14211.125,14712.164
291.0759514,977.3262,1071.4141,23768.312,1167.6094,24010.047,26415.625,12363.391,11748.203,14065.836,14472.398,1303.5635,1408.2637,1524.4814
291.0765274,1316.4932,1599.793,30769.672,1195.0088,34103.47,33442.656,17148.125,17555.875,20234.094,21160.016,985.06396,1148.5693,1417.4414
291.077131,1311.3271,1183.1475,12743.273,1437.5781,13671.977,13650.32,8134.707,9549.852,9132.469,9418.367,1447.7314,1068.8926,1265.3428
291.195385,3409.3086,3423.2402,4944.0195,3454.2188,5592.324,4781.004,3398.793,4290.7188,3997.6309,4305.293,6831.711,7222.1484,6877.8945
292.1182279,4603.5234,4578.2305,3034.3984,4544.34,3161.4902,3873.7715,3151.1133,3196.0996,4039.164,3668.8906,4192.457,4976.9727,4676.2266
292.1182294,8407.242,8593.867,4865.9766,8943.266,5774.2227,5455.6914,28077.656,27614.11,39292.094,43990.656,12826.836,12887.1875,13640.6875
292.8187646,23555.406,25700.469,11655.422,24395.906,9276.922,9698.695,19126.047,20539.312,22337.688,23205.953,15507.758,17744.25,21170.719
292.819659,10207.664,25700.469,11655.422,12803.406,9276.922,8432.203,19126.047,20539.312,22337.688,23205.953,15507.758,17744.25,21170.719
292.9279853,7701.457,8672.18,5212.8047,8518.156,5979.301,5987.203,8076.824,7812.715,8473.461,10097.758,4502.508,4218.7305,4892.008
293.0681941,15754.961,13777.664,23776.469,15791.367,25417.86,24997.656,26107.39,26412.656,25741.781,27305.156,5623.1953,8699.492,8322.148
293.0844847,0,728.26074,1714.3203,0,1692.3018,1855.7676,8079.207,8379.117,9791.172,10931.172,2629.045,3007.754,2716.7812
293.084763,11161.086,11038.648,1663.1465,11669.219,1601.8281,1301.085,6702.2188,7247.3047,7543.7266,8047.9023,11748.945,11567.344,11653.031
293.0853141,3603.6934,3341.787,866.6631,3792.3047,1194.169,1446.2666,22985.266,22668.922,27049.969,29411.484,5407.0273,4357.75,5450.2734
293.0857435,6271.465,5929.9766,1982.0225,4993.3086,1833.0166,1582.0645,11221.727,12667.828,12779.367,13661.344,6911.3203,7753.754,7142.258
293.0857145,35709.75,33446.562,2146.996,35461.22,2007.8623,2093.0996,13604.266,14785.102,16727.86,14420.266,42367.22,43643.812,42741.906
293.0860355,759.30273,630.4092,851.29004,629.0405,1038.4111,738.18164,7601.8594,7716.1953,8646.977,8566.305,1433.8564,1410.0068,1811.6523
293.0861667,17036.625,18256.422,1601,18526.89,1679.0176,1457.9707,6130.4375,6845.535,7756.871,9838.352,13475.102,12840.984,14023.766
293.08638,2181.3477,2016.2305,0,2231.3398,0,0,1906.1299,1836.4238,1953.5889,2173.8418,5692.5195,5165.9375,5735.7812
293.0864724,2125.5605,2573.2793,894.35693,2653.543,641.6841,0,15427.898,15628.875,17351.031,18681.297,4372.699,4680.953,4716.2695
293.0866177,58171.688,60125.938,5407.633,62592.344,5382.84,5453.3984,21596.766,23070.031,27647.234,28440.516,71492.25,66023.375,73499.5
293.0866481,3755.4277,3930.6035,0,4426.035,0,0,2609.5742,2558.3965,2975.0273,3204.5527,9344.031,9067.477,9007.664
293.0866629,0,0,766.0918,619.45264,773.21533,990.77295,22712.406,24718.625,28375.203,29247.25,1434.123,1154.2793,2079.8398
293.0870869,8125.3125,7556.492,986.4048,7563.9297,1246.124,1213.8281,4960.539,5101.6133,6446.9062,7413.9297,9468.234,9962.281,10113.656
293.123379,7066.1523,6681.676,4153.922,6726.5664,3832.5508,4236.3594,55988.625,62132.812,69287.125,75561.75,7557.582,7231.668,7491.961
293.1761013,10378.875,13779.172,4357.1016,16244.82,4636.2227,4881.1914,17021.094,16553.578,19020.297,18941.61,5139.8203,4910.543,6319.953
293.1762228,35216.125,34582.03,72707.81,31482.703,88645.94,92183.875,90286.31,95446.875,48936.47,20849.11,93551.625,106998,111979.75
293.1779753,16457.781,13784.5,24308.125,12343.898,27721.219,28724.562,32509.969,33937.47,20103.86,16007.195,39259.03,41629.72,44515.125
293.1783209,62182.97,55155.125,46961.094,50547.812,59937.812,59102.406,67085.375,65826,61241.188,34784.53,56305.562,67365.56,76325.56
293.2110864,1252.5,1044.6426,1356.7822,1276.8916,1801.9258,1434.3896,10787.32,11954.359,14067.508,14029.352,30275.266,27541.516,29126.922
293.2111099,840.28564,1009.6284,1034.9141,952.86523,1124.29,1359.1182,12218.914,11548.1875,13001.094,14488.227,32813.72,31571.375,37136.125
293.2111792,3815.955,3704.5332,15416.016,4904.1562,16249.844,14584.328,7531.758,8298.625,8983.016,9139.781,13095.086,13273.758,14793.719
293.2111982,26233.781,21497.625,23141.047,23194.875,22416.156,23187.688,32924.72,32940.938,32845.938,34464.97,118738.875,111122,113584
293.211435,2972.254,3020.8457,2343.0898,3115.1719,1762.2373,2396.3086,7380.6484,8580.945,8969.602,9688.461,31416.016,29962.078,33502.062
293.2116952,4651.375,3360.455,2877.082,3957.4941,2600.0312,2479.7305,5022.1836,4816.383,5087.1875,2930.1484,17259.89,16301.781,15221.594
293.2117694,747.87744,969.521,1755.6846,753.3638,1059.4854,991.2002,10703.32,11752.273,13309.203,12776.242,12769.922,14507.867,14361.523
293.2119192,838.34033,1084.0264,1755.6846,753.3638,775.57715,980.1323,6862.418,7938.496,8662.445,10747.859,9129.898,8500.594,11776.4375
293.2120471,5174.8594,4660.3438,5949,5005.371,5469.625,5438.301,5887,7052.1133,7532.2188,5811.324,22073.453,21393.406,22853.672
293.2121251,6339.953,5800.203,7965.617,6103.1406,9811.273,9530.609,7485.6484,7875.324,10407.773,8215.477,27628.297,27734.578,28859.578
293.2121571,3065.6074,2157.4082,3720.8691,3004.6855,2865.8535,3492.0684,10151.719,10520.664,11161.523,11403.953,43061.125,40932.47,43171.25
293.2126546,1765.9609,1492.4209,3806.2793,1592.044,3480.9531,3020.2734,3873.584,3078.9336,3937.2305,3789.4277,10128.578,8884.055,9718.656
294.0284306,6279.3164,6366.4375,4232.254,6603.4453,3916.8281,4802.285,4480.6016,4755.867,5465.422,5482.0664,4379.2344,4307.8203,4578.2734
294.0888114,11091.836,11673.797,4236.59,12913.055,4831.41,4798.801,7870.426,6974.3633,9596.109,10191.617,24382.766,23958.516,26524.312
294.8159482,13049.172,12787.281,3843.5547,12518.586,4495.9375,3103.0156,5105.5312,5673.375,6932.3945,7283.121,8503.703,8093.6836,9703.125
294.8909015,29537.953,23745.688,1540.7168,25275.406,2016.832,2087.496,28373.516,26177.969,26786.797,25530.594,39094.78,41725.312,48502.438
294.9735383,14775.352,14590.5,4758.215,14121.383,4993.199,5429.797,9183.57,9281.586,10395.328,11060.016,10583.328,12002.68,12400.875
295.0210247,604.6172,842.27246,8589.07,1258.1279,10443.469,9492.617,7740.6797,8467.086,9896.25,10860.5,1044.8789,967.29346,833.53125
295.0215112,1212.2148,1323.709,6353.1484,1106.2637,6278.1367,6076.9453,9513.5,8942.719,10350.4375,10936.055,649.52783,936.63086,852.458
295.0232481,0,713.31055,861.25244,0,810.9946,1237.9043,18178.11,19647.203,22342.406,25414.078,5863.992,6507.0625,7294.34
295.0238154,0,0,0,0,0,0,12739.031,12323.148,14012.609,14344.977,0,707.1616,609.03076
295.0597255,10488.383,11139.367,2582.7637,10720.125,2289.08,2575.455,4252.2383,4582.172,5061.3125,5734.5664,2660.4473,4007.92,4024.8633
295.0598796,7135.242,6797.086,1573.8242,6685.199,1699.7158,1557.9082,3007.3184,2734.9805,3617.3613,3031.0469,4649.789,5301.664,4422.949
295.0604829,12712.031,9961.344,7154.9414,10122.211,4148.4688,7169.8203,2247.5059,3268.7188,2828.5664,2788.2031,1565.833,2085.539,2129.086
295.0605858,3744.5527,2953.041,13538.148,2988.2324,15255.43,14295.43,15381.047,15338.945,16033.406,17255.078,22010.016,20998.938,24415.234
295.0607402,3427.2754,3688.711,857.3862,3642.8926,724.26025,846.9697,2131.334,2987.7012,2552.0762,3800.6191,3379.416,2410.2598,4441.1406
295.081641,7251.34,6158.91,1046.5898,5881.8633,1306.956,1098.2598,2431.7832,2992.2227,2612.9531,3448.7012,8121.84,7787.2773,8166.3906
295.1009673,9371.602,8700.219,843.5552,8495.719,757.73926,756.30273,3873.877,3974.3262,4656.082,4582.746,15857.633,15275.242,14154.445
295.2256687,0,654.06055,0,606.0469,0,0,3217.295,3513.873,4214.5195,5293.301,15694.07,14806.1875,17469.188
295.2261153,3916.5898,3462.955,1479.0596,3447.4688,1490.2568,1382.8848,2683.3887,2559.998,2601.6172,2579.3164,7040.59,6936.7695,7602.828
295.2261477,2041.5977,1828.4844,1375.6279,2040.6279,1300.6299,1730.3604,5398.5234,6058.965,6884.4688,7394.371,21265.375,19615.562,17451.594
295.226191,654.9697,0,0,0,616.292,666.8008,5251.117,5763.9297,7325.4844,7988.0234,29503.531,28967.188,30424.86
295.226567,27416.906,23634.578,7608.996,23925.766,6923.8633,7334.0273,19326.922,19207.172,18294.36,17110.062,50581.312,46148.156,49276.406
295.2268315,7002.9766,6045.0938,1926.294,6581.5586,2450.0703,2308.1895,3639.9062,4153.414,3830.8164,3511.8242,13826.547,13481.328,14541.016
295.2269062,15341.5625,12434.023,33580.375,11920.484,31123.594,31991.531,47767.25,48706.625,39177.53,33468.156,154394.38,144971.12,152856.38
295.2269677,2830.4727,2693.7246,3854.6953,1852.1963,3115.9824,2932.5293,6453.453,5530.3164,6652.2227,6997.492,10527.242,9689.055,10584.172
295.2270859,858.0469,725,2432.289,734.25,2208.0352,2149.0527,4987.6055,4984.793,5753.4883,6010.8477,15429.305,14015.969,15701.18
295.8916332,5664.453,3917.7031,1126.9365,4364.539,984.1797,0,5238.1797,4728.703,4512.5977,5265.1562,7099.168,7474.4805,8421.961
296.8782439,3327.6543,3779.2676,3112.3145,3685.2988,3240.166,3319.92,3691.0957,3794.463,3627.0918,3932.338,3067.787,2910.248,3274.7617
296.8811027,5938.703,3093.0312,4497.1367,5366.1953,4673.051,5070.676,4317.9414,4738,5543.008,4946.7305,4987.207,5485.6523,5927.574
296.8819816,125355,134964.75,149984.88,133612.25,164309.25,164261.62,75662.44,78137.44,83641.31,93598.06,34394.438,35888.906,34840.25
