Samples,PU_1,PU_3,SU_2,PU_2,SU_1,SU_3,QC,QC,QC,QC,CU_2,CU_3,CU_1
Group,PU,PU,SU,PU,SU,SU,QC,QC,QC,QC,CU,CU,CU
134.0355354,2926.3262,2990.582,1038,3151.0078,1434.7393,1025.3018,2034.2773,1946.6699,2687.4473,2652.4863,5182.0547,5415.0156,5392.492
134.0357182,2390,3301.6426,10675.922,3364.6348,10407.109,10621.555,6548.8047,7961.6055,7601.508,7973.535,4024.5098,3767.957,3515.6074
134.0358267,7131.4023,7399.8867,2131.9473,6750.996,2524.707,2539.7012,5655.8906,5907.3477,6494.254,6443.492,8850.109,8918.344,9027.125
134.0358541,7853.617,7891.2383,7874.4023,7756.707,7090.8984,6654.574,6601.6562,6116.117,7411.879,7785.703,8940.836,8733.852,8288.156
134.0359086,7853.617,7862.2617,3330.8613,7756.707,3500.6406,4236.758,6601.6562,6573.383,7411.879,8571.008,8940.836,8733.852,8288.156
134.0359092,6023.7656,5468.379,3728.7285,6215.5625,4314.9688,4236.758,6525,6573.383,7287.465,6879.7812,7797.422,8488.586,8589.711
134.0359302,2498.584,2468.3047,9672.359,2524.7188,10120.773,10298.469,12815.625,12517.211,13242.211,13553.617,9221.016,9479.977,10018.133
134.0360081,5308.664,5244.582,3180.668,5378.793,3488.1523,3645.9238,4402.3125,4633.668,5097.4453,5326.8047,4910.4062,4867.0547,4700.1445
134.036114,3554.9414,3219.5586,6355.8125,3135.791,5329.4414,5811.1953,3346.004,4235.285,4238.871,4382.121,4726.1094,4245.8125,4503.004
134.0452208,7369.1133,7598.8984,3508.6836,8145.4727,3095.8965,3243.8965,8326.469,8104.8984,8637.0625,9288.422,16737.844,15857.078,17740.844
134.0457497,20752.297,19048.328,6476.551,19156.219,6599.672,6542.6484,8608.992,8538.375,9270.195,9253.078,24377.812,24565.64,23565.953
134.045837,6221.789,6306.824,1154.5098,6616.121,1060.0713,994.1665,2139.3867,2015.4229,2381.3457,2449.371,3368.9668,3020.8281,3074.4531
134.8641093,3805,3903.246,4591.664,3973.1523,4053.0273,3785.0723,4196.9688,3855.3418,4179.7188,4156.7188,4432.4023,4333.2812,3979.8574
134.8641289,3780.42,3694.8086,3774.9785,4337.6875,4115.1523,3779.5742,3567.6992,4267.508,4168.59,4001.1543,4108.5234,4466.379,4677.465
134.8641431,4014.584,3680.8535,4021.836,4012.539,3966.2422,3831.371,4027.6191,3981.3008,3944.455,3974.75,4771.7617,4176.047,4709.9883
134.8641577,4007.3906,3751.6309,3803.6992,4099.7227,4187.8867,3836.4375,3928.5918,4014.246,3861.5996,4359.8984,4090.8105,4295.66,3934.8398
134.8641581,4014.584,3703.2363,4021.836,3883.9941,3966.2422,4423.086,3682.3418,4283.1484,3909.6309,3935.8418,4771.7617,4176.047,4709.9883
134.8642176,4287.336,3903.246,3690.338,4012.539,3963.084,3831.371,4027.6191,3876.7617,3944.455,3974.75,3831.6797,3924.7656,3915.955
134.864221,4645.2266,4406.5156,4931.5,4855.25,4997.629,4255.1133,4323.164,5100.0156,5030.1094,4377.0625,4926.4336,4611.9727,4578.199
134.8642246,3981.92,4124.6445,4333.6953,4381.8477,4494.383,4060.1113,4441.7812,4219.7773,4182.246,4264.3906,4222.9844,4228.8477,3902.3516
134.865277,3072.6172,2900.664,3444.2637,3475.3652,4102.7305,3423.5723,3738.254,3897.5293,4047.0566,3612.6953,4406.5117,3712.662,3621.2734
134.8932642,3986.1309,3542.8047,4230.1562,3814.1113,5138.3438,5253.699,4603.3633,5459.086,4360.285,3533.3027,5753.293,4741.0312,4897.461
134.8933374,8509.383,8336.883,8290.859,9054.266,9467.07,8838.141,8741.367,9308.289,8386.055,8697.906,8598.344,8661.227,8660.352
134.8933444,8722.227,8868.969,6955.129,8675.5,8721.898,8387.805,8018.801,9309.477,9492.852,8483.148,9198.484,8918.117,9438.484
134.8933513,4458.2617,4493.547,5420.4453,4854.211,5656.5938,5902.5,5776.125,5767.1133,5073.7305,4566.8945,7994.1914,7955.578,8452.742
134.9149336,33157.25,35383.22,31121.219,37700.562,31437.61,30181.734,39273.406,39869.03,45101.344,49333.594,42769.625,43010.125,43985.97
135.0306153,3750.914,11495.414,2585.7793,12135.4375,3348.6953,2820.5723,10996.922,10600.609,11617.648,12047.328,36323.625,36491.375,36841.312
135.0433074,611.2993,0,1395.1836,666.0176,1177.9385,1078.8242,8813.914,8686.461,9560.617,10125.602,4014.9004,3422.8984,3946.875
135.0434754,8015.285,7986.246,4009.912,8480.406,2706.7246,3359.7383,4992.1484,4634.867,4920.461,5179.707,6960.039,6786.6406,6621.3516
135.0435619,4253.9727,4668.789,6504.379,4382.496,5130.4766,5488.5664,16166.609,16873.656,16887.203,18208.188,4866.0938,4802.5586,4682.9727
135.0436018,1063.4609,969.74756,2302.0312,1212.3682,2355.7305,2722,8816.844,8409.07,9414.102,10135.094,5303.3438,5062.1094,5335.258
135.0436938,0,0,0,0,0,0,15347.805,14801.734,16310.609,18430.766,1174.168,1055.331,1301.9473
135.0437348,0,0,0,0,0,0,8918.523,8988.352,9596.43,10674.164,745.1885,832.80176,895.7739
135.0437367,1196.8916,1119.4795,13896.055,1061.1836,14847.492,15378.078,9324.578,9877.156,10071.547,9734.156,6645.172,6824.172,7499.039
135.0437672,4497.953,4363.6094,28024.172,4339.789,29512.625,31128.234,24307.031,23524.031,24741.172,25741.14,14153.539,13111.484,14041.773
135.0437766,5979.3984,5652.3164,34070.75,6366.4688,35036.062,33353.344,22000.5,22584.078,25485.844,25830.938,21687.14,21287.203,20700.953
135.0437859,3706.2676,3918.9043,48860.312,3776.963,46118.812,47248.97,35448.03,35215.906,38780.5,41436.72,10340.797,10678.781,10404.508
135.0438106,0,0,2204.8633,0,2327.8828,2805.4863,6013.2773,5962.918,7030.1055,7725.2344,11215.289,11329.828,11853.281
135.043816,711.11035,707.1846,7103.66,738.8208,8112.242,8373.289,9040.539,9516.07,8769.711,9441.8125,5933.453,6036.4883,5967.1055
135.0438285,5088.625,4941.367,11688.359,4739.254,12046.586,12840.781,41414.594,40446.5,44760.594,51639.156,21781.672,23137.11,25099.656
135.0438246,7800.668,7109.2656,28722.64,7169.2188,32348.984,30191.766,26818.656,27988.266,29550.797,31797.844,17540.64,18792.469,18475.469
135.0439036,1389.6113,1833.4971,50233.28,1901.0283,50302.656,52396.625,21956.25,23509,25972.969,26636.453,23927.422,24513.422,24473.172
135.8938629,4221.5977,4365.5312,4459.1836,3786.0625,4741.3164,4564.9453,4652.258,4874.633,4047.789,4076.7324,4174.8086,4280.742,1806.5137
135.9123788,3006.5625,3142.918,2353.3145,2652.9492,2608.125,2476.6484,2752.3438,2603.4805,2762.1172,2849.496,2870.7559,2820.8945,2675.7207
135.9136423,4907.2188,4908.9883,4565.7734,5152.5703,4851.4688,4860.1484,4208.129,4054.2188,4158.3633,4060.5586,3831.2754,4152.875,4620.9883
135.9138885,14115.086,13340.031,2144.0312,13103.844,2322.623,2168.4844,13017.539,13991.508,14016.664,14069.836,14596.539,16544.281,19925.719
135.969343,4355.09,3808.3926,4020.3516,5054.746,4761.836,4012.084,3860.7852,4032.0664,4290.293,3622.7695,3404.1191,3523.377,4280.246
135.9694783,2760.7617,2586.3613,2885.2227,2565,3188.166,3188.1738,3117.1523,3068.1934,2844.5664,2348.3867,3418.8184,3283.7988,3249.998
135.9695353,2739.4336,2573.8027,2656.6953,2786.7344,3016.1836,3105.4434,2884.17,2869.6914,2849.08,3046.9004,3111.0625,2961.6055,3100.502
136.0149292,873.812,952.1968,1093.5371,927.2578,1414.5967,1388.0059,2558.1758,2797.246,3064.871,3502.7324,4450.0234,4479.176,4362.1523
136.0149568,0,0,2696.3398,0,2413.1562,2188.9297,2654.7617,2560.1758,2848.2754,3257.7559,7179.707,6789.3594,7691.4375
136.0151465,2908.8594,2330.129,2879.4062,2517.8457,3319.5469,2767.7695,3117,2922.041,3231.9023,3105.0273,7901.5195,6674.8594,6456.703
136.0153066,0,0,792,0,825.7407,706.3247,1972.3037,2376.5566,3089.9004,2947.1348,13645.578,14498.891,14814.586
136.0154495,0,0,750.5342,0,817.80273,779.00146,6002.7656,6293.922,7114.59,6881.8086,2337.6367,2547.461,2563.1113
136.0397804,19246.172,18978.531,3001.6562,19184.578,3005.1133,3641.9863,6937.824,8470.18,8074.9688,9278.477,20282.64,19725.844,18840.86
136.8903184,1812.8164,1855.4482,2328.504,1847.2002,2218.1562,2228.332,2452.6543,2448.5059,2102.873,1878.5605,3354.877,3035.3887,3654.586
136.8904328,3338.4531,3525,3310.7305,3500.8613,3620,3231.955,3442.3809,3688.1953,3500.7441,3364.0215,3601.9766,3463.8926,3623.6738
136.8905953,3434.9238,3372.33,3459.5566,3207.3125,3704.0156,3896.1191,3649.3145,3731.6777,3402.9355,3072.5527,3398.7188,3619.0566,3625.295
136.9213744,32319.016,32067.906,5375.9336,32593.125,4660.6914,5310.2227,33252.688,31991.875,34213.312,31958.078,40925.25,45176.844,43188.562
136.9216896,8373.461,8655.883,8931.547,9177.641,9563.805,9567.711,6529.297,7313.039,7713.3477,8077.3164,6178.4336,6577.9336,7051.41
137.02335,2643.9414,2574.2266,27483.39,3128.5918,27358.172,26765.36,24864.234,24712.266,29422.39,30986.281,66509.06,67315.94,74707.375
137.0233747,2454.9844,2631.5586,18732.266,3038.0332,19356.469,19214.61,22369.25,21232.75,25214.14,26817.047,48739.688,45958.156,62895.312
137.0233828,3349.8086,3481.3457,19454.562,3705.3047,21558.688,20261.125,18957.266,21458.719,23815.266,24818.734,11334.484,11536.516,12151.359
137.0233863,24589.156,24922.766,37750.75,25211.016,38315.875,37951.812,27011.531,27435.672,27973.469,29626.719,21679.719,22133.172,20956
137.0234075,17135.453,15375.414,50955.47,15527.617,55739.844,55584.53,26216.75,27661.39,30895.766,32755.797,12692.883,11840.703,13100.305
137.0234703,6483.2812,5989.715,62783.28,6806.8906,56240.375,56689.5,32021.86,33673.812,38373.562,39881,7802.824,7379.8945,7920.785
137.0235119,8470,8611.445,155805.38,8784.266,152158.25,154043.75,76522.69,81012.375,83723.94,88773.375,12498.508,12334.609,12369.852
137.0235134,6008.7383,5992.867,103873.5,6186.996,105036.94,101904.125,46525.844,47178.906,50496.97,54272.47,12306.1875,11234.969,11070.844
137.0235144,750.8662,1084.1309,13819.891,793.56836,14824.328,13693.078,28215.11,28330.64,34104.344,37136.28,122117.25,116219.25,142012.88
137.0235689,2293.2637,2337.7305,6523.7383,2383.748,6228.547,6827.465,13228.672,14845.711,16215.578,18216.344,34784.97,32683.938,37522.47
137.0235693,2593.7363,2824.6602,10246.6875,2706.7617,11530.852,10767.703,18132.281,18049.969,21534.297,23165.422,40512.72,41900.625,45927.406
137.0236475,1177.8154,1042.3242,16703.844,1196.6826,16921.89,17401.39,22176.797,23065.875,26120.172,27564.094,90451.94,84004.5,97665.25
137.0236514,1615.3818,1792.9355,44051.375,1976.7246,44301.094,45923.28,37122.688,38586.438,46352.062,48812.094,102055.56,100274.75,117320.75
137.0236609,1143.6123,1428.0771,20454.234,1115.7969,21694.36,22273.234,24459.656,24858.375,28401.156,30254.266,84788.5,83399.69,100691.875
137.0236639,690.4429,622.416,8186.793,743.41943,7623.5195,7758.7812,19547.172,20170.344,24747.562,25522.766,90064.06,85092.56,102931.5
137.0236962,1892.6133,1408.4326,6255.3555,1887.6045,6487.8516,6447.75,15811.391,15289.086,19195.766,19298.094,47350.406,43095.906,50329.062
137.0237235,1258.8623,0,42310.53,893,39591.188,42458.844,50426.094,54748.656,59235.97,62161.344,214553.62,199463.75,229347.25
137.0237422,1021.60645,829,14514.094,818.32764,14344.383,14912.227,23273.172,23144.672,25274.016,27382.64,93996.375,88655.06,103687.44
137.0238217,2157.2305,1983.3398,41408.844,1714.8613,42174.156,43204.03,32838.156,35441.812,40217.72,43160.312,73947.81,73118.25,87710.875
137.023906,888.34814,879.2759,7270.7227,1058.6553,7011.074,6829.6406,26772.172,28839.89,35548.906,36323,137526.5,127551.44,151511
137.0954835,5326.668,5133.1836,1343.0889,5122.7617,1354.418,1239.3164,4095.9727,4267.168,4721.7773,3461.207,16735.812,16026.375,16598.156
137.0956705,4289.301,4104.422,2489.6172,4009.963,2513.164,2457.9004,3338.2168,2957.1309,4333.2227,4202.707,8177.496,7278.3047,8734.969
137.0956798,3333.912,3086.289,3003.5703,3501.2363,2961.6016,2348.6582,5362.711,3952.92,4098.9453,4251.203,12340.867,11678.82,10826.078
137.0957489,2111.5938,1896.1826,1089.8125,1724.9131,1413.2803,1173.5342,2445.8047,2187.4082,2692.461,2408.7168,7753.047,7584.758,7817.0547
137.0960265,2757.3496,3083.2227,1491.1445,2735.2617,1363.665,1408.3984,3284.8086,3000.8262,3312.586,3653.084,8946.664,7902.332,8211.211
137.8954113,6204.4805,6257.3516,7056.574,6451.5938,8381.281,9413.953,6744.246,7189.383,7154.0312,5567.3164,6905.0156,6741.121,0
137.8967653,8220.281,7346.5234,11488.898,8570.609,11306.211,10018.141,11620.906,11239.664,9464.398,7414.699,11371.016,11484.734,11429.422
138.0215154,30467.344,30482.062,7946.2227,31008.875,7479.668,7594.336,14128.867,14010.469,15294.523,14988.789,28435.562,27051.281,26675.734
138.0292394,1958.4717,1942.8896,26129.953,2352.58,24852.89,24736.719,12003.344,12170.891,12653.461,12748.578,3130.7695,3585.1035,3368.4375
138.0294935,4409.9297,4278.4375,40397.094,4153.668,39645.938,38930.375,20512.078,20872.906,21508.406,24256.125,5156.168,5098.621,5636.9336
138.0303124,13477.625,12137.531,14578.836,14120.547,13756.508,13987.0625,25335.14,26398.75,26956.61,28991.625,11752.422,11453.516,11612.109
138.0550597,6617.828,6106.117,988.7949,6852.5,1016.63477,946.49756,2432.539,2423.1523,2707.8027,2825.666,5230.3477,4695.324,5189.867
138.0550693,5929.1523,5920.133,0,6192.1133,609.8203,716.08545,3810.088,4393.0156,4003.754,4184.4023,4652.0586,4377.5938,4488.879
138.0552456,6666.164,6062.5664,1035.5635,6830.797,1068.4121,1120.4033,1949.8652,2059.7012,2159.7266,2080.8164,4263.4453,4385.203,4468.9375
138.0552915,11287.398,10470.383,643.59814,10973.398,852.3506,783.8574,6350.676,6330.418,7271.9336,7960.785,5240.0938,5108.082,5474.9023
138.0553072,8639.969,8141.051,1017.39795,7995.4688,1265.1514,1134.041,2910.955,2944.6895,3041.2793,3104.0352,6648.039,6079.504,5761.6016
138.8894976,5127.4375,5193.0625,4442.574,5442.457,3433.5176,4216.6797,3685.7734,5011.4336,5040.3438,5798.2344,5321.383,4794.215,5321.7695
138.9692429,46198.25,43594.75,689.8628,47175.594,0,673.83154,7730.867,7708.5195,8688.852,9936.258,10576.328,10154.117,11408.719
138.9999643,7791.8945,8532.9375,5286.1836,8750.07,5640.926,5537.5703,6327.2695,7083.3594,7408.875,6924.8477,6692.504,6967.8516,7010.711
139.0192988,3114.5781,2646.1426,5777.9766,2783.877,5805.0547,6181.5664,14786.461,16487.562,16933.078,18258.703,2375.5352,2300.6367,2428.8008
139.0382497,6744.285,6516.8984,1834.0283,6516.4766,1847.8203,1605.1484,2472.1523,2496.1348,2766.4766,3650.8555,5019.0977,4613.7773,5149.7383
139.0384062,2563.4668,2354.6758,18281.984,2682.0293,18657.766,18089.781,8684.672,8313.586,9239.805,8713.977,3092.707,2645.4492,2761.5098
139.0384386,2335.4883,2317.086,28986.516,2132.8848,27703.297,29198.344,13899.094,14948.094,15178.094,16753.422,2747.289,2711.873,2755.3398
139.0384772,5093.4336,4706.4727,5411.539,4684.9805,4141.59,4581.6094,4347.8555,4468.0195,5137.285,5547.7383,4003.545,4562.6133,3979.9785
139.0385728,3008.0098,2989.8652,4658.383,3169.3984,5026.6836,5106.8594,3712.7422,4539.9883,4179.8555,4997.043,3556.8516,3341.1094,3220.9844
139.0386386,1585.8389,1714.9697,6181.2734,1646.1982,6190.1953,5785.8125,2777.8984,2656.127,2711.6445,3043.2676,1533.7256,1282.2207,1318.0391
139.0386559,7725.8516,7318.6484,2391.5742,8385.016,2098.416,2149.5625,4269.1875,4099.84,3832.588,4138.004,5460.9688,4816.2773,5182.379
139.0386992,6918.8594,6759.3164,1959.1562,6923.8984,1985.7812,1855.8994,2144.5996,2283.1309,2481.5957,2775.0078,4485.172,4302.2773,4386.2773
139.0387513,0,0,0,0,607.17285,702.7095,5359.5977,5014.785,5975.3516,6024.1133,1159.9043,1099.4395,1331.1104
139.0388364,0,0,0,0,0,0,6199.1094,5797.3086,6881.414,7021.8555,0,0,0
139.039063,0,0,0,0,0,0,9100.969,9645.898,9631.0625,8741.211,918.66504,964.395,862
139.0749487,2316.2617,2414.795,0,2731.5469,0,0,1850.8105,1622.3232,1958.167,1609.3145,4605.9023,5145.3633,5045.0703
139.0759018,18482.453,18173.766,783.501,18641.062,1064.9902,730.84863,3662.295,3610.8477,3888.664,4040.1973,10907.203,10904.984,12655.547
139.1113429,2043.7861,2241.9473,1735.626,2333,2058.1973,2200.4375,3469.461,3596.6406,3577.58,3839.4863,11167.117,10390.82,10286.508
139.1113917,5851.039,5688.4766,3525.3066,5821.8516,3580.8555,3789.3652,5735.0938,6422.6562,6257.6953,6702.7305,18804.438,18328.812,17651.203
139.1114556,3757.6719,3588.1074,5470.746,3661.4922,5493.6133,5562.039,5926.074,6706.039,6284.1016,5850.0312,21558.531,20402.031,22133.75
139.1115558,6657.0234,6420.785,10392.266,7164.664,10301.734,10830.492,11339.57,11055.398,12213.953,12817.219,25722.094,25017.266,66746.75
139.1116572,2822.2793,2528.1016,2701.0684,2456.42,3177.3398,3193.1504,3992.914,3800.582,4504.3984,4048.6562,13891.992,13141.258,12830.922
139.1116986,24315.203,23744.969,22245.016,24118.438,22642.516,23347.39,36177.812,38920.688,41657.438,39478.97,107343.5,106113.75,115033.44
141.0330384,0,0,17062.297,0,18012.36,18066.047,6875.1953,7197.922,8639.898,9281.141,7035.2773,7064.8438,7960.199
141.0698952,0,0,10489.969,0,11510.656,10650.125,4780,5089.2227,5503.9453,5539.297,4623.828,4980.8438,5926.6484
141.126962,4073.2754,3612.6582,640.76807,3624.9648,0,790,2189.8926,2092.0156,2256.789,2230.498,8161.4297,7100.1523,8600.234
141.1270772,3348.7812,3439.0645,2547.129,3845.0527,2717,2555.6914,2339.5254,2685.17,3032.0742,3202.7676,5348.3164,4797.6875,5697.004
141.9220971,12007.4375,13066.375,15147.727,12601.047,15854.773,17383.672,17680.422,16269.625,13994.047,13169.297,16000.969,18302.234,9037.156
141.9222022,2799.7578,2557.0605,3729.5332,2449.502,3492.7148,3340.7207,3514.7617,3586.8887,2629.5059,2121.4785,3978.3223,3866.293,3480.5625
141.9221865,2993.8418,2340.7969,3568.7227,2448.0781,3408.836,3421.7988,3882.1895,3680.6445,2828.5605,2127.9258,3700.705,4367.324,3672.6172
141.9222634,2880.207,2488.1074,3504.0059,2651.2012,3501.5547,3443.6426,3648.5195,3407.3496,2516.9375,2098.1035,3916.082,3721.1738,3735.7637
143.0137085,3254.9785,3386.8945,6628.4453,3450.664,7301.9883,7806.668,14905.203,15492.516,15999.586,17563.875,2999.7754,3413.209,2900.3008
143.034015,6207.8086,5787.6797,2035.9199,6114.1055,2003.7129,1929.0859,3468.4902,3834.17,4006.2617,4577.9062,5147.367,4399.9023,4397.6055
143.0340203,2859.6719,2918.7773,606.03076,2881.1719,685.6885,664.52,2749.9258,2762.375,2854.6328,3157.7324,3167.8867,2954.2832,3075.3828
143.0341501,3295.377,2813.8008,632.09375,3200.6562,0,0,2131.2305,2120.5566,2219.0625,2206.3613,2788.3418,3299.3867,3159.455
143.0341912,602.1074,836.8281,601.7241,644.5288,0,0,2430.25,2169.7266,2791.1758,3962.1152,9248.148,8858.758,10335.133
143.0341937,6481.465,6085.91,1372.0928,6682.871,1636.6309,1525.5137,10615.797,10410.586,11344.9375,12216.398,4818.6445,4757.332,5083.293
143.0342793,6970.215,6750.211,921.27,6905.625,1044.8711,1113.2637,4324.1367,4397.465,5459.4688,5123.4336,5178.172,5398.832,5971.074
143.0343295,18479.5,18837.547,12329.281,18170.516,11207.0625,12695.8125,8899.672,9567.32,9886.297,11000.133,5240.293,5391.9688,6013.008
143.0344235,8234.547,8230.07,638.82275,8737,1011.15625,654.43164,5727.1875,5148.008,6483.5586,7457.5625,10314.508,9263.508,9340.344
143.0345995,5156.9453,5785.25,801.5874,5466.1406,0,934.4126,3562.9043,3310.2988,4225.1562,4784.922,5807.875,6015.883,5314.1094
143.034703,5690.625,6804.707,989.0288,6532.414,801.95703,0,3892.248,3847.3262,3869.7207,4343.1875,6434.6367,6861.457,6633.4453
143.0479628,10557.141,11031.773,3284.338,11664.555,2943.4062,2730.7012,4805.449,5054.293,5527.8945,5756.875,4567.418,4725.4727,4741.582
143.0482371,1445.7539,1499.3477,4648.461,1880.9434,6267.2695,5201.1055,3129.1094,3422.5684,3922.039,3800.4473,5695.828,7029.285,6165.6953
143.0485352,941.9326,700.34033,9858.578,833.4585,10679.758,8973.156,5534.871,5342.965,5835.168,6345.371,5577.133,5630.824,5537.168
143.0488647,8541.555,8884.414,6212.918,9024.5,7610.7344,7048.9062,3310.6504,3590.7441,3941.9434,4288.7383,2950.2852,2678.9844,2907.1738
143.0488867,911.63965,1041.8057,40155.312,861.8711,40653.78,42440.78,17105.656,18588.312,19905.938,20446.719,17773.11,17165.156,18479.344
144.0292304,14524.547,14472.492,2687.795,14682.406,3141.4434,2742.332,11257.328,11545.4375,13200.9375,11886.898,14735.945,14916.961,14519.492
144.033865,6286.418,6311.9453,12405.039,6754.1836,12929.375,13044.617,4922.039,4819.6445,5288.5312,6321.4766,6461.828,6405.9805,6053.828
144.054259,0,0,8600.602,0,9599.867,9222.414,3793.918,3835.3848,4925.824,4221.1055,3904.6914,3905.0547,3808.7246
144.9221108,3851.4863,4252.1875,5776.789,4095.1035,5302.1133,5463.664,4402.4805,4179.078,6138.2734,6127.0117,4949.129,4515.418,4537.547
144.9221476,5383.535,5677.199,5945.8945,5954.797,6139.961,5690.453,5143.961,6484.5156,7203.379,8120.336,5920.9297,6578.5,3237.793
145.0118127,8406.234,9545.891,1001.91064,9728.742,1006,964.79443,6288.7266,6318.4766,6019.9297,6827.1875,5624.629,5747.746,6184.5273
145.0280915,0,0,0,0,0,0,5357.242,5643.4297,6245.367,6218.082,4177.2266,4275.3477,4832.4062
145.0282036,1294.7676,1099.6211,25753.125,1089.252,24294.234,24661.281,10422.906,11114.664,13013.391,12674.633,1561.2871,1308.7949,1632.1953
145.0282863,1670.29,1460.3105,39503.03,1579.956,37424.125,40913.375,18859.594,20007.39,20320.344,22334.016,2188.8457,2105.7637,1870.0273
145.0303142,22693.11,20993.266,45977.188,22516.406,46718.97,47845.688,17643.25,17821.281,17659,20829.172,21524.594,21992.672,21554.938
145.0494939,1849.7803,1902.8232,0,1896.6797,0,0,1246.3398,1599.9287,1640.0908,1833.668,3453.8516,3758.1133,3573.5176
145.0495176,7335.801,8074.7305,1017.4375,7375.949,971.55615,813.4121,3532.9531,3229.1602,3482.2637,4906.0273,9505.508,9146.828,9514.602
145.060347,8514.445,9169.68,5502.965,8825.039,5812.4414,6311.285,4484.371,4607.836,4862.953,6271.922,6581.172,6425.9062,7123.629
145.0643354,0,0,0,0,0,0,5181.621,4956.5664,5342.1133,5897.4727,0,0,0
145.0643515,0,0,25870.86,0,26551.266,27166.344,10275.859,12640.742,13001.211,13484.078,11070.641,10771.273,12524.906
145.0969144,3171.4844,2878.6914,1144.4746,3431.039,1018.49805,1103.335,1316.8799,1241.5186,1637.7227,1614.79,3091.6465,2694.5508,2647
145.0970233,6783.742,7549.625,6347.7773,7125.9883,5939.3633,5837.6953,16137.523,15701.281,18434.438,18373.14,11511.3125,12129.898,14187.992
146.0361325,1096.2754,996.25195,27910.922,1027.1045,29402.406,28130.906,12657.992,11715.195,13729.07,14904.5,907.84863,859.3252,0
146.0365443,2194.1582,2050.7578,47799.875,1938.4941,45469.375,47887.938,22598.344,22090.172,25690.89,26238.406,0,1294.2725,0
146.0443368,4549.8633,4744.078,1924.8555,4565.215,2117.5938,2082.1836,2094.8457,2372.1055,2605.4824,2915.338,3873.7266,3837.5918,4549.7812
146.0443595,14575.531,14895.102,6957.047,16008.398,7477.121,6136.6445,9875.93,10678.18,12323.828,12244.539,30583.125,31414.594,32435
146.0809111,6539.676,6194.793,13969.711,6602.3594,15802.508,15671.531,12236.078,12089.797,14256.328,14152.797,6891.3984,6439.789,6818.918
146.0811629,9619.203,10243.234,0,9925.727,736.56104,0,1597.2266,1396.081,1117.3613,1657.4502,2916.4805,3743.4453,3913.5586
146.8662487,22629.797,22971.125,20557.547,23426.203,21693.172,21094.062,21673.312,21933.062,22578.703,22628.469,21407.234,21712.297,25948.672
146.9246876,2583.9844,2287.373,0,2331.5957,0,0,4067.3828,3805.623,4605.086,5375.1367,3328.1074,2676.873,2575.4902
146.9368493,4758.625,5226.246,4702.504,5295.5703,4620.6953,4875.1094,4399.09,4793.633,5035.41,5046.9453,4514.8594,5010.4375,4958.2383
146.9598996,20038.906,22544.547,14262.227,21353.547,14575.078,13628.484,25339.344,26573.531,29352.344,30848.406,14475.32,14100.328,15265.1875
146.9637502,31725.625,30748.64,33865.625,30369.625,34027.406,32288.39,31009.781,31742.516,29359.469,27649.734,33357.812,35605.812,34346.25
147.0288417,10529.898,10403.711,5107.254,9737.547,6346.453,6030.758,8226.344,9446.031,8978.719,8806.641,4101.754,4266.754,3693.2148
147.0432529,6006.367,4577.3477,13801.508,5964.0977,13012.375,13944.219,6908.875,7056.6914,7267.785,7862.6953,4192.078,3990.5508,4142.508
147.0434621,2952.5684,2974.1152,21851.922,3873.1035,21715.89,21884.438,13687.156,13671.531,15192.57,15367.836,4039.3945,3835.6562,3938.3633
147.0434821,8147.6562,7604.3984,3446.4922,8693.656,4518.6914,4669.215,4877.621,5451.074,5572.66,6020.879,4955.0586,4667.1484,4761.41
147.0437826,30096.844,29071.906,7990.2305,28609.062,8353.5625,8177.746,24934.688,23272.922,25426.219,26691.281,18342.969,18516.828,18449.844
147.0438378,25644.453,26043.938,6533.7188,26757.594,6327.965,6334.2617,13071.57,12736.328,14218.609,14306.641,41503.97,41406.625,40000.406
147.891508,6375.7812,6725.203,6297.375,6573.285,6492.7266,5768.8477,6174.215,6653.2734,6304.0977,6959.996,6462.2266,5898.6797,6333.5156
147.8915636,2579.8438,2831.2578,2871.0059,3007.6836,2851.7207,2607.1562,2694.5156,2700.9434,3098.1719,2935.1074,3047.0645,2932.7617,2813.1367
147.8916233,2313.496,4049.623,3655.2715,3565.0996,3066.8633,3370.418,3164.541,3192.3027,3878.0059,3999.3223,3609.834,3656.9844,4894.1797
147.8918422,3432.9863,3075.1426,3200.9766,3380.8496,3445.373,3128.5488,3306.3496,2943,3150.3672,3596.752,3306.7832,3329.3086,3376.7285
147.8919111,2837.7344,2782.42,2718.9746,3103.3438,3070.1504,2929.5664,2661.8691,2879.2168,2640.875,3291.418,3288.754,2976.4023,2771.6191
148.0516489,11488.727,15863.32,1627.5039,18665.156,3065.1465,2298,17578.672,16742.062,20068.062,21184,2392.252,2105.3574,4175.715
148.898603,2967.8535,2699.5273,2607.3398,3029.871,2725.1895,2537.623,2554.4844,3030.668,2914.0938,3034.705,2708.2598,2700.748,2769.7656
148.8987222,4291.008,4246.9414,4408.914,4598.117,4320.3555,4321.465,4286.875,4426.7344,4650.66,4459.758,4518.625,4557.7344,4530.9023
148.8987932,5398.176,5682.3477,5842.3125,5612.5547,5008.586,5309.2305,4947.961,5280.1523,5580.5273,6100.5977,5511.199,4989.2812,5324.1523
148.8988014,9929.766,11037.789,9459.289,10913.891,9970.43,9514.0625,9551.828,9909.9375,10434.195,10683.18,9813.57,9878.047,10458.0625
