Samples,PU_1,PU_3,SU_2,PU_2,SU_1,SU_3,CU_2,CU_3,CU_1
Group,PU,PU,SU,PU,SU,SU,CU,CU,CU
153.0179991,9800.852,9350.9375,4251.8594,9118.148,4431.0625,3862.8125,7479.5234,7230.578,7943.1406
153.018067,11261.953,10942.156,3170.004,11410.766,2930.0098,2894.7324,7953.375,7904.0117,8555.641
153.0180703,20218.969,20423.062,3654.5762,20107.453,3746.0234,4034.375,15193.344,15205.984,15992.9375
153.0180713,9284.797,8595.023,2193.0293,8637.047,2419.8184,2304.0762,10447.8125,9818.852,11050.703
153.0181837,154833,145121.38,29762.484,156121.75,30126.016,29815.797,108165.56,107346.125,104422.06
153.0543685,3974.211,4543.5,957.08984,4178.9688,1079.6602,947.26074,6275.336,6798.746,6034.379
153.0544778,10458.703,9455.125,1888.3525,10662.117,2166.088,2270.6367,8969.484,9361.555,8935.703
153.0544962,0,0,0,0,0,0,970.11035,698.5547,883.6304
153.0544991,696.15674,974.83203,4484.004,850.1387,6040.6016,5128.9727,13268.422,13210.969,14763.102
153.0546242,14723,13445.578,6249.2305,14360.4375,7375.543,6918.1797,9817.3125,9569.148,9222.078
153.0547449,5232.6914,4424.574,1404.873,4623.3125,1197.834,998.24316,5268.8164,4633.051,4482.5586
153.0548054,0,0,0,0,0,0,660.0713,658,794.95703
153.0548394,1493.3828,1838.0664,1373.4414,2086.7402,1566.8672,1775.1982,3097.5312,3079.5352,3372.7324
153.0548806,12545.398,12242.828,3438.7012,12058.555,3389.9844,3173.1719,10703.703,10290.305,9584.68
153.0549661,6176.7734,6439.258,5144.199,6698.1055,5713.3984,5438.797,7167.1367,7982.797,7307.3555
153.0549927,6049.4805,6097.6133,2571.5176,6258.539,2773.6758,3098.4785,4508.711,4398.0938,4277.121
153.0908831,6090.785,6396.004,1582.2021,5926.547,1704.127,1738.3145,2452.9805,2558.4668,2402.3594
153.0909043,99057.69,97718,11648.977,100263.19,11379.211,10551.039,40032.406,39235,41326
153.9722527,15416.164,18805.547,16695.75,20359.266,18613.25,17289.469,15065.195,16331.82,6649.6367
154.025184,6969.3086,6192.2773,1285.5195,6588.59,1169.7627,1205.7627,5061.699,5084.629,6127.7773
154.0609759,6229.965,6800.551,13310.391,6459.336,16816.656,13942.836,2214.5723,2078.8008,1999
154.9967624,10066.609,12117.203,3039.9277,12548.6875,3147.0508,3082.3145,13975.727,13708.195,14603.602
155.0337033,6936.379,6954.8164,1380.6338,6637.758,1417.2998,1626.3154,1191.2178,1260.251,1297.6865
155.033751,3060.6777,2919.0312,0,3704.2793,0,0,906.7749,999.39404,1015.5791
155.0487119,655.81885,673.751,20811.75,1104.6318,21142.922,23301.25,9924.867,9949.078,11291.078
155.1059695,3059.6016,2631.3242,6603.8477,2615.3262,6534.4805,6716.789,10484.422,9795.914,11234.273
155.1063054,5117.168,5357.254,2973.0566,5084.918,3163.2969,3439.0469,15953.211,16176.25,15658.203
155.1063732,5198.6836,4599.5703,3022.6582,5162.957,2919.2441,3358.1562,12852.43,12579.352,12870.156
155.1063742,1028.3232,1218,1522.7598,1150.2471,1607.8115,2183.129,6783.4297,6978.9023,6634.6055
155.106619,0,0,6663.3633,0,7494.961,7343.9023,896.98047,762.1177,685
155.9503759,19162.172,18186.61,8532.523,19294.484,9445.32,8928.016,19324.734,19997.688,21069.562
155.9504626,7949.9453,7138.754,669,7255.168,1154,939,3294.0645,3825.9043,3905.084
156.0339133,7971.9062,7428.6484,26821.875,7331.2617,28330.312,28043.047,10813.32,10626.703,10067.922
156.0563346,0,0,21662.11,0,22499.422,21858.656,9088.18,9576.055,9741.781
156.0567273,0,0,0,0,0,0,0,0,0
156.8936639,2833.7305,2669.207,1704.6406,2717,1985.5859,1654.1729,2605.5566,2855.129,3079.1797
156.9533626,2060.6094,1788.1748,0,1838.1465,0,0,11422.852,12456.719,12858.07
156.9575181,13923.57,14938.4375,9173.445,15275.008,10306.1875,9603.25,11667.227,11811.992,12683.648
156.9692224,6168.9883,5846.547,7189.4453,5472.8984,7103.9805,6492.539,6862.449,6952.535,1871.5547
157.0104386,12681.258,13013.867,10812.992,12680.742,12339.6875,11310.164,9246.1875,10770.094,10802.414
157.010479,12077.227,11588.492,11740.695,12022.484,11913.648,11741.977,5550.836,6019.203,6265.9805
157.0294657,31537.172,30212.36,108840.75,30771.906,113600.94,118553.625,42777.406,41341.406,41183.78
157.0498035,4711.4336,4855.6875,0,5272.5234,0,0,5600.3867,5688.797,5844.2812
157.0636234,0,872.76514,14057.461,0,13722.008,13784.375,1305.8906,810.34766,601.63916
157.0643656,718.9844,747.2617,4334.2383,726.8218,4905.5586,5089.039,3173.3262,3394.8555,3603.5137
157.06445,903.76807,1003.2051,22985.016,1227.1445,22369.422,21580.016,1016.31934,966.19385,1547.0283
157.0645981,0,0,38600.312,0,42113.844,42415.875,17830.188,16044.602,18006.766
158.0130273,4235.6094,4125.2695,4154.4023,3714,5380.508,4456.9062,5439.2305,4723.66,4798.7773
158.0131879,8643.633,8483.414,2742.7754,9151.906,3175.2695,2647.5332,6548.367,6737.9336,7271.4805
158.0355497,0,0,4191.293,0,4778.2266,4990.5977,3620.0547,4279.5977,3979.088
158.035671,868.438,0,8721.25,666.59033,8068.7344,8590.125,951.1118,839.603,827.38135
158.0358877,0,663.02,13419.828,678.97754,13369.422,13826.664,957.1787,916.18555,1049.1035
158.0362071,0,0,49884.47,0,51942.094,56711.53,19740.203,20364.734,20902.25
158.8452201,1856.7412,1623.3672,2320.838,1484.4521,3021.4805,2113.3184,2092.8027,2224.4941,2000.0703
158.9105219,18596.172,16136.375,18609.172,16774.234,18934.547,19114.156,18690.047,19937.766,18123.203
158.9105287,16318.055,16289.18,16392.812,16834.406,15700.016,15764.664,17943.016,18131.469,16079.031
158.9242734,21057.86,21097.656,13410.031,20309.219,12048.148,11611.953,20903.594,21056.36,21226.781
158.9243718,10099.117,9163.008,14735.703,10361.578,15078.836,15924.891,5051.5664,5799.578,5708.2773
158.9361093,5434.16,4730.633,5251.9336,5404.953,5559.254,4655.375,3958.6875,3740.1465,4300.2773
158.9777529,365464.25,364108.5,298174.75,376927,296043.5,302494.75,495736,496841,513436.75
159.0096051,15375.836,14977.617,17568.578,15577.664,18500.078,19043.61,20370.969,19143.562,19438.86
159.0099243,3873.4785,4177.6836,3918.2598,4581.254,3935.8008,4163.7773,4320.8633,3620.2598,2420.625
159.0100678,34213.938,34174.188,10691.234,37598.938,10203.734,10853.18,26556.516,28591.297,29824.781
159.0314094,15599.711,17584.266,12687.969,17664.969,12934.789,11851.719,20554.094,21781.39,22733.969
159.0429978,1181.6748,1297.0586,67910.69,1597.6729,64764.78,65255.5,2999.0566,1894.1533,2231.9004
159.0433765,1185.2568,1590.874,6135.9062,1539.2012,6935.25,7148.6406,4923.465,4667.953,4614.508
159.0435159,784.50586,652.59863,21369.64,711.8716,23424.156,20195.625,8816.117,8304.5625,8658.359
159.043559,3109.9648,2555.6426,107657.19,2698.6523,108220.875,112200.69,4430.426,3596.8672,4139.6875
159.0437252,11777.719,10978.766,9674.1875,11509.836,11088.844,10064.82,10168.625,8776.461,9813.797
159.0438793,1640.9014,1032.6055,59867.72,1799.3711,67084.875,68546.25,45887.72,45375.28,47833.844
159.0443058,1899.2598,2154.3633,824685,2873.379,888570.5,921534,319758,316647,342395.5
159.1059652,7916.6836,8592.797,4074.2637,9446.602,4321.203,4148,16494.953,16493.156,18364.89
159.1723673,0,0,35079,0,37927.406,40462.22,4257.078,4436.4062,6427.883
159.8911348,1724.0322,1572.4141,2223.795,1383.332,1923.8633,2359.834,15759.914,15722.836,17420.36
159.8911465,3170.7422,3411.8145,4520.133,3772.1426,4750.7266,4645.574,5250.676,4858.715,4607.297
159.8915121,4546.129,4726.3594,5530.3164,5395.133,5501.953,5434.5938,4671.6797,4760.41,4755.715
159.9781142,2965.8027,3333.418,2815.1094,2742.705,2940.2812,3186.6855,2503.2402,2907.791,2899.0527
159.9787801,62713.062,62342.625,51872.625,66612.125,49097.406,50626.938,83467,83882.625,86185.625
160.0146458,877.40625,767.38965,977.95557,805,667.9927,618.78125,995.9121,1043.1904,1228.5723
160.0388121,1019.89014,789.5879,0,807.97217,729.1362,674.4033,1338.7715,1419.9287,1192.8135
160.9098524,17921.047,17226.453,16190,17418.812,14817.6875,16601.25,15015.961,14867.641,15589.969
160.9101739,15371.578,15291.93,16856.688,15294.695,16855.281,16709.547,17517.484,16790.703,17165.562
160.9750087,2687.088,3073.0703,2896.129,2830.3164,2781.0117,2887.0234,2884.0469,2694.6191,2812.75
160.9757985,56642.438,55913.406,48254.03,59104.72,46282.125,47180.78,76381.25,77324.81,79560.25
161.0227226,3615.2793,3507.0977,4190.965,3851.2832,4639.285,4175.9297,8314.031,8170.8047,8911.242
161.0227336,3763.2812,3967.6426,35577.5,4357.5547,36881.72,36402.812,5531.203,5030.258,5503.922
161.0228143,1416.9727,1638.6309,38252.438,1519.4775,39999.344,40488.156,18246.172,16677.531,20680.469
161.0230184,1968.2891,1877.6006,114262.625,1888.2217,115351.06,124588.31,2912.086,2317.6875,2916.588
161.0230774,5537.797,6018.117,35546.844,5646.16,36983.188,34950.344,7814.5547,8101.918,8663.703
161.0231729,5202.8984,5546.043,139849,5976.418,148900.38,149814.88,3867.4219,4216.301,2706.8223
161.0440873,23994.219,25468.234,14512.602,25851.64,13535.852,13850.6875,14459.711,14138.008,14241.953
161.0441413,14062.8125,12827.32,5241.8984,13996.758,4885.8047,4574.7344,11415.805,11383.43,10850.398
161.0441529,1094.0078,1099.4482,877.0576,1212.1895,736.52783,750.6831,16386.766,16094.242,18327.61
161.0442407,13990.648,13852.766,0,16134.742,0,0,16308.07,15478.32,15840.758
161.0442498,18717.625,18403.125,0,19310.672,0,0,17302.625,17373.61,18676.219
161.0444579,14780.844,13751.008,1334.9404,14649.93,1259.1602,959.0532,10221.383,11117.367,10722.516
161.0445111,15568.25,15407.281,0,16872.719,0,0,17248.656,17485.39,18573.453
161.0446188,11538.891,11512.6875,642.25195,11486.117,876.92725,1004.2656,9819.258,9981.586,10584.727
161.0457962,17279.375,17869.219,0,17764,0,0,17181.656,17306.14,16978.016
161.0458586,13311.672,12323.164,0,12067.852,0,0,13305.414,13187.602,12881.273
161.0595086,0,0,79580.31,0,78781.81,78818.375,0,0,0
162.0294557,5815.633,5666.496,29685.484,6635.285,30053.484,30468.938,6183.3086,5522.3164,5687.074
162.0297531,2287.9082,2731.125,42929.062,2364.1055,44757.406,43511.906,3500.2598,3749.9316,3692.207
162.0637882,1097.0879,830.78467,13521.828,644.9092,12658.023,14823.586,1037.1602,1669.1982,1254.5547
162.892091,4963.496,4753.043,2626.7363,4595.3125,2629.3066,2590.2383,4224.6055,4275.3086,4540.5625
163.0021633,20436.094,19237.312,2862.3828,20692.688,3588.3516,3482.2578,19249.547,19664.219,19355
163.0233354,5386.66,6480.375,1728.6172,6033.9023,1524.8682,1778.8496,2011.2891,2121.037,2304.9746
163.037794,6363.1445,6410.9727,25188.344,7253.492,24437,25249.672,4729.676,6063.8867,6133.371
163.0379151,2058.33,1899.9658,13707.102,2368.1543,12545.461,13917.32,2888.7559,3018.4863,3034.2344
163.0380874,1997.4795,2070.584,39956.594,1875.4395,38490.22,37867.47,2642.4785,3128.4512,2708.2598
163.0382549,0,0,2372.3281,622.9834,2080.1914,2301.0605,11364.117,11310.734,13458.508
163.0383805,0,0,1879.8066,624.78174,1848.4287,2213.7559,34190.47,32891.75,37653.656
163.0384216,0,0,2960.6387,0,2938.6719,2965.541,14215.57,13923.32,15753.891
163.0385228,0,0,982.7661,0,846.1787,812.04443,15091.43,14585.25,17304.36
163.0385897,0,0,1617.8877,0,1808.7656,1673.5391,24933.125,24956.36,30085.047
163.0386298,759,649.6929,1542.6914,822.96094,1723.0996,1992.7109,14687.234,16305.039,18396.422
163.0387809,0,0,1927.6191,0,1894.9541,1945.2598,34571.156,34522,39822.688
163.0388504,0,0,999.51953,0,1229.1133,1373.4287,29095.078,30516.797,32772.938
163.0388668,0,0,1053.8682,0,810.7261,903.0503,24845.422,24101.938,28654.344
163.058987,2988.0703,2796.3086,2146.3008,2584.1562,2016.6221,1789.9512,2823.8418,3160.6426,2461.9941
163.0600892,64002.156,63995.438,6918.7383,66051,7323.211,7261.508,72259.69,74195.625,74829.44
163.0605528,1660.9297,1561.4805,0,2075.2988,0,0,2005.3379,2317.6387,3163.4258
163.0608304,20082.5,22195.078,0,22115.406,967.0747,1017.88916,20743.156,20402.234,20938.969
163.1112516,1742.6572,1948.8027,2050.1484,2304.9785,2128.9941,2102.457,6045.66,5395.703,6096.6055
163.1114091,2603.463,1580.9482,3080.9805,2609.459,0,8667.141,2025.1309,2597.6758,608.2285
163.1114171,0,0,6190.9297,1085.8096,1496.0947,15656.672,2038.5312,2562.4219,1027.4316
163.1120166,70032.375,60835.094,1399574,150638.62,231043.12,2706212,402190,389823.5,133806.75
163.166521,2680.375,2556.1934,48313.22,6614.9297,7184.172,106807.56,13779.523,13787.641,4732.1523
163.2415937,0,0,62046.312,0,1714.1445,145533.38,8213.102,8306.0625,0
163.9983669,7365.715,7871.7734,5241.6797,7945.9805,4873.074,5062.4336,4710.8047,4893.758,2310.1328
164.0102018,2446.8047,2128.7656,87556,2427.1387,86948.25,87543.56,1492.9717,1766.7754,1662.1035
164.0103041,747.9043,982.65576,56884.312,848.12256,54459.97,56197.906,992.042,1292.0029,1030.5049
164.0345202,9124.234,9136.117,887.13525,8451.828,909.70557,921.2637,6695.7383,6979.121,6232.0703
164.0459528,7099.3086,6750.492,1828.8652,7199.961,1975.249,1944.6328,8948.844,10458.9375,11679.906
164.0463208,4372.6523,4335.254,838.65576,4663.8086,992.24805,1034.6064,11650.398,12008.625,13048.898
164.0463866,5045.3047,5461.7734,1176.2422,5415.0117,1073.4863,1106.792,12255.227,12804.1875,13099.727
164.0701633,77573.69,73998.5,13691.102,75415.31,14801.828,15017.211,47530.344,48679.22,47690.188
164.0701651,56072.28,53949.5,9116.852,59914.125,8829.547,8697.8125,111722.56,105039.81,105108.94
164.070496,0,676.31494,0,606,0,0,1970.2441,1858.4941,1909.4707
164.0705606,0,0,0,0,0,0,1181.8418,1646.6826,1185.0078
164.8891198,8020.8633,7513.9766,6435.8867,8254.5,6688.539,6376.164,6401.25,6820.785,6583.1016
164.9341195,44771.03,41292.906,10741.953,45248.688,8682.602,9345.234,66136.06,63812.562,67771.125
165.0172446,963.4004,1046.2695,1900.9639,1124.4023,2060.5645,1916.6133,3731.3672,3525.2676,3981.4219
165.0175102,4073.9336,4133.3477,68019.125,4217.1016,65946.56,66626.06,9751.6875,9805.664,10200.227
165.0175641,3753.5273,4006.5195,19037.25,3771.3691,19967.812,20422.344,4445.1914,4474.6875,4508.6055
165.0176335,7090.4336,6295.6484,29020.875,6789.457,31511.219,31129.266,6999.7188,7290.914,6922.461
165.0176434,15715.461,15049.93,13989.344,16535.047,14067.016,13815.109,25078.453,26443.062,25146.625
165.0176709,5381.199,5759.5117,17669.375,6393.3477,16459.188,15608.234,6248.8906,5870.9375,6263.1914
165.0177121,4494.8906,4023.5703,45484.22,4374.8555,43994.03,46275.594,5645.668,5577.1055,5790.203
165.0177405,6160.4688,5221.789,14425.891,5303.7305,11084.914,10581.234,6392.8555,6375.2383,6896.797
165.0177934,5550.7656,5848.668,26184.031,4321.461,19554.14,18851.562,5219.1953,4811.2773,6817.367
165.0181229,0,0,1210.2822,0,1255.5391,1073.3467,0,0,0
165.039383,94927.69,91781.94,45099.406,94835.81,50860.688,49380.812,49185.78,57030.344,56434.844
165.05404,747.84424,690,6400.293,866.813,6440.1016,6614.7656,28696.516,27753.422,31320.375
165.0541793,995.90186,720.24023,10945.484,661.8252,10773.406,10231.055,32986.72,34047.156,35490
165.054278,3375.1055,2666.8906,10650.93,2473.1465,12044.828,11945.773,23152.344,23104.406,25936.062
165.0543253,1705.7764,2028.4971,4021.0703,1738.458,4270.7812,3850.0293,19018.422,19644.125,21733.547
165.0543471,3601.418,4218.3633,14850.047,3782.6445,16057,15895.82,15816.398,15443.703,16665.469
165.0543498,3285.3105,3112.7637,7676.8203,3422.7617,8717.1875,8393.641,19163.312,19039.938,20716.25
165.054383,3944.4766,4091.1797,15052.367,4880.672,16820.531,17108.734,16121.016,16382.266,17758.344
165.0543835,5725.801,5762.1562,18441.266,5610.0977,9795.797,18322.828,20773.266,20490.078,20172.594
165.0543942,4387.914,3942.6738,28871.484,4526.426,33697.406,31476.25,27551.36,26755.64,30525.422
165.0544511,10680.078,11181.25,7873.9805,12122.68,8459.961,7847.129,14883.094,15369.633,16462.125
165.0544819,3934.4316,4232.535,13600.742,3892.9473,15692.078,16881.438,25244.656,25815.875,27569.516
165.0545224,3912.7324,4362.664,31221.61,4161.41,35726.125,36135.47,26303.188,29408.094,30345.5
165.0545607,7968.551,8530.555,4783.2383,9770.344,4889.6797,4819.125,17048.453,15338.727,17398.188
165.0545881,9172.781,8631.586,3093.588,9627.844,2763.336,3001.1172,18595.75,17870.734,19088.016
165.0546427,23778.484,22765.047,5640.8047,24677.766,6186.633,5567.4766,41564.156,40004.03,40568.344
165.0546576,43582.25,45101.812,7306.699,47895.53,6707.8594,6772.1875,100307.19,98841.75,104725.06
165.0546749,45020.78,47066.97,7870.7383,50898.625,7377.9062,7439.914,130464.19,126090.31,133253.38
165.0546997,17073.64,16938.094,3983.8027,18829.297,4358.1562,4103.676,16923.422,16970.86,17202.156
165.0547423,23778.484,22765.047,5640.8047,24677.766,6186.633,5567.4766,41564.156,40004.03,40568.344
165.0551886,19393.016,19832.672,4332.3047,21067.25,3869.0703,4276.875,29496.797,29572.547,29365.844
165.0754126,39903.312,38778.22,4487.121,42202.72,4405.0664,4626.3984,28765.36,28510.906,29913.297
165.1268543,2104.293,2322.4082,3228.459,2414.961,3430.754,3992.6855,3879.8145,4100.4883,4590.2305
165.1270256,2445.1074,2237.9453,13016.508,2749.8477,13235.836,15479.836,5455.242,6296.879,7302.953
165.935095,7342.6406,6639.5547,1686.8291,7893.758,1632,1335.1816,10445.234,11041.945,11009.984
165.9775374,4025.3145,4078.832,2470.8652,3867.5781,2673.1895,2858.2812,4436.547,4578.0977,5390.1055
166.0238883,1655.3564,1568.124,16227.094,1981.0488,15957.656,15835.117,2938.8477,2269.1133,2815.0527
166.0240148,1678.2422,1888.7129,11449.891,1595.3848,9989.703,11119.4375,2328.668,2339.3516,2414.0996
166.864782,2846.959,2978.3477,3481.959,3239.3535,3508.1543,3523.705,2217.7012,2322,2339.0156
166.9314832,9411.328,8857.141,2022.2314,9195.594,1909.5938,1883.0898,13267.875,13574.109,13249.852
166.9961588,3995.082,3544.9297,1957.7773,3543.7148,2328.9531,2759.5957,2300.1133,2432.8555,2593.1035
167.0336494,3349.9824,3115.6875,33636.406,3350.1875,36772.344,37020.97,7236.4766,7088.754,7663.914
167.0337085,3349.9824,3115.6875,10748.906,3350.1875,11784.156,11577.3125,7029.465,7369.164,7704.7266
167.033826,1614.0449,1681.5498,10697.305,1687.1377,11754.898,11540.508,7028.965,5995.832,7343.0586
167.0338366,10424.125,9509.578,16368.266,9725.055,15695.633,15878.906,9726.469,9267,9982.656
167.0338924,16358.977,15334.32,46749.625,15053.422,52662.688,50478.375,13883.43,13289.453,14405.883
167.0338947,54128.438,49727.5,36237.22,53598.375,39673.22,41096.938,22892.094,22966.734,24884.656
167.0339023,10382.656,11180.492,32257,10795.914,30010.484,30525.64,9358.297,8851.156,10009.672
167.0339141,25651.703,26040.25,18187.344,26305.594,18656.516,17840.984,18051.625,16115.016,17396
167.0339145,13250.055,13227.016,51197.75,14741.977,54259.312,56249.188,15753.234,16668.562,17415.484
167.0339326,25565.016,25032.453,95991.56,25491.656,95470.56,95354.375,12107.641,11161.102,11823.914
167.0340155,74453.875,71894.625,29430.266,75292.875,31462.688,29647.078,18432.516,17658.5,18263.578
167.1428353,3641.9023,3683.3398,22183.172,3372.2383,22317.188,20986.016,8804.984,8564.703,10862.133
167.8762219,9008.633,9874.789,6659.1562,9269.734,7098.9883,6651.1797,6649.797,6804.375,7487.0586
167.876231,6465.8555,6228.621,5800.785,6436.5625,5982.91,6641.8125,7438.301,6704.8633,6576.2812
167.876239,7295.5703,7495.707,7799.1523,8340.852,7993.6797,7481.375,7861.3086,8456.805,7965.504
167.8762509,8313.547,9165.914,10293.68,10413.766,9337.922,10111.086,11454.172,11761.594,10866.367
167.8762683,6964,6601.8594,7227.039,7481.1523,6634.008,7329.4336,7150.711,8026.0195,7750.8125
168.0389981,13194.43,12493,3105.2988,13301.547,3187.2207,2888.6133,7525.1836,7010.2773,7780.8203
168.07782,0,0,0,0,0,0,0,0,0
168.8622064,3225.211,2750.5977,3018.4395,2912.125,2890.207,2742.457,3025.1328,3151.8203,2774.3906
168.8631189,13951.242,15404.344,13609.578,15231.75,17028.266,15603.555,16892.438,17257.875,13176.875
168.8888655,10321.289,9189.93,10071.102,10051.359,11865.961,11161.711,5918.0625,6379.254,7723.414
169.0301789,11390.875,10471.539,49985.062,10572.383,50098.062,55966.656,12766.117,13710.172,14237.6875
169.0489428,3239.1582,3532.1016,1054.0303,3197.1855,1170.7051,1256.4463,3634.664,3314.3125,3769.1094
169.0490517,5107.7227,5084.008,1192.5654,5647.0117,1247.377,1688.9961,4527.5117,4415.867,4732.16
169.049367,4249.6133,4547.328,1127.2217,4442.9453,1282.5391,1334.1338,5081.871,5521.8086,5364.3047
169.0495416,5098.8477,5288.3633,1398.2305,5236.5312,1158.1484,1408.667,4884.5938,4568,4909.2344
169.0642213,0,0,9247.359,0,9408.516,10647.172,4733.9375,4804.1055,5536.9414
169.0645093,0,0,0,0,0,0,0,0,0
169.1220207,7032.3477,6215.957,2187.2676,6590.6406,2322.371,2029.583,13107.266,13408.906,15035.867
169.8751989,11065.273,12729.992,8805.617,12096.766,8550.602,9107.383,8116.1445,8973.625,9941.633
169.8752658,8576.125,9881.43,9253.578,9390.695,8987.961,9133.297,11328.867,10181.219,11486.75
169.8752869,11534.219,11541.633,13354.641,12800.578,12642.195,12454.906,13814.602,15663.461,14520.625
169.8752905,8021.621,8536.602,8863.742,8719.258,8607.922,9326.422,8797.016,9438.43,10457.258
169.8753167,8720.43,7744.6133,7470.6133,8428.539,8067.4336,8255.719,9618.953,9831.758,9564.953
169.8753496,7485.668,7879.289,7972.0117,8763.008,7982.9375,8427.727,9618.953,9831.758,9564.953
169.8753699,8601.531,8707.6875,8121.465,7715.3125,8302.305,8423.203,9215.539,8622.086,9367.922
170.0021247,10771.883,9592.445,3641.0117,10377.484,4265.41,3960.0664,10876.9375,10791.141,11784.594
170.0028165,7312.4453,7300.1094,9264.578,7697.1094,9064.297,8176.879,9660.508,9352.641,7079.4375
170.0029608,9638.898,10704.422,7624.5586,11116.172,8469.234,8274.227,9263.258,8650.008,10296.3125
170.0030402,14271.617,15357.414,10716.547,15601.883,11461.336,11531.398,14132.469,14369.859,15738.773
170.0030459,6697.004,7358.1836,6174.375,6347.9805,5798.672,6587.4727,8851.969,8905.8125,10021.828
170.0030627,7123.465,8168.051,8496.992,8063.793,8620.711,8888.328,9979.117,9610.602,10568.875
170.8313382,2710.2734,2581.9316,2865.0156,2442.6914,2492.0488,2544.8867,2190.8906,2848.5781,2958.4863
170.9437278,3278.039,4000.3281,2882.838,3544.4668,3253.0762,3009.0586,2442.162,2633.4258,2875.2188
171.0049521,3556.7578,3679.8281,3057.2832,3727.2285,3008.3125,2797.2812,6022.297,5948.199,6391.4688
171.0283526,8323.5,8106.742,3051.5332,7906.4688,3594.0234,3670.8184,2539.0527,2820.709,2993.3887
171.0432861,0,636.95605,5711.801,0,5795.746,6379.9688,4040.5527,3927.3984,4420.457
171.0433425,717.4463,734.72217,13108.758,790.7466,14986.391,15635.469,7670.9727,7254.699,8016.6914
171.0435406,712.81836,0,6170.3047,618.8838,6542.703,5713.801,4556.9023,4614.5273,4747.2383
171.0451031,9565.328,8667.016,6040.801,8457.055,5781.3594,5744.5977,5609.621,5962.7656,6509.3203
171.0802725,0,0,13911.211,0,14453.398,14833.445,5743.1406,5729.207,6288.078
171.0804054,0,0,0,0,0,0,0,0,0
171.1010571,4429.75,4357.2344,2403.8652,4268.328,2193.0098,2435.8438,16583.875,15348.219,16334.766
171.101072,6914.9375,5989.336,2881.6426,6402.0977,1977.8086,2063.9941,16720.672,15406.734,17837.781
171.1010965,2462.2305,2214.0723,1216,2502.0996,1175.5918,1178,12128.359,12126.922,13021.516
171.101167,2922.9258,3134.877,2436.2363,3106.4414,2385.287,2385.9805,8399.898,7606.0938,8948.82
171.101191,2437,2214.8809,2482.6875,2138.6895,2089.8633,2033.7588,6798.699,6323.5586,6764.3867
171.101218,4553.7734,3935.2598,4907.6484,4282.0703,4182.832,4301.746,22322.39,23580.719,23028.219
171.1012552,3620,3171.6367,4191.1875,3652.5762,4072.4863,4526.4023,18266.312,15872.0625,17028.719
171.1013152,7590.367,7210.6133,5478.7188,7511.953,5306.676,5111.211,31690.875,30984.953,31588.36
171.101316,19202.344,18001.344,15819.008,19376.094,16495.984,15229.703,89930.375,87474.875,91654.75
171.1013171,9691.859,9222.156,8478.695,9208.148,8670.461,8562.039,54097.28,51270.656,52355.625
171.1013407,3426.6602,3363.7246,1141.3057,3647.0742,1161.7383,1240.0762,9508.492,9043.305,10075.43
171.101369,18518.61,18198.906,27222.89,18916.719,26239.312,27656.422,109150.31,103667.75,106665.56
171.1013989,3051.7012,3305.9844,1835.5762,3500.8633,1682.832,1751.6523,11120.57,10401.141,11006.039
171.1014655,16597.203,15546.797,19879.172,16530.984,19200.844,20467.797,86294.375,81839.06,86073.94
171.1014884,29824.438,29258.75,17609.094,30168.953,16473.281,17000.64,97241.94,96368.06,93490.5
171.1015204,2671.5293,2337.5332,2080.9707,2649.3516,1929.7305,2037.4434,13689.602,13573.797,14471.656
171.1015579,32608.36,32912.594,8647.898,32329.234,9471.734,7911.211,104662.69,104083.69,107729.31
171.101579,48724.97,42969,29888.422,45295.656,29198.734,29303.719,166971.88,160614.75,168313.25
171.1015944,20987.688,17738.703,39233.125,19237.64,39097.125,38555,132525.5,128578.75,130480.06
171.1017239,83408.06,81077.56,95878.375,80827.81,98194.94,97672.31,385883.75,372838.25,384909.5
172.0240471,7043.664,6533.328,2721.4492,7795.5625,3448.2188,3456.1328,14849.992,15296.875,16502.547
172.0282667,3844.7188,3992.5938,4105.547,4357.004,4516.1055,5452.3867,1634.126,2265.293,2363.8496
172.0510271,608.5962,819.7793,6828.375,832.1787,8556.258,8413.305,5343.34,5708.1523,5900.1523
172.051671,0,0,62067.156,0,65927.625,68393.375,25643.375,27179.703,28239.39
172.8295156,7786.996,6857.953,7306.2227,6761.578,7650.453,7995.5664,8018.914,8325.664,8483.633
172.8686684,10945.32,10053.508,9084.266,10263.047,9891.266,9153.109,8784.07,9368.5,10411.82
172.9754193,14468.945,13763.57,4597.715,14136.508,5362.793,5243.164,12432.18,12886.117,13867.031
172.9756651,3498.0566,3345.7988,2820.1719,3163.1016,3537.1328,3151.8809,3240.9707,3172.5723,3285.039
173.0076969,22349.656,19881.812,839.4541,21551.984,760.3262,881.126,42756.594,42443.375,43296.53
173.0077114,24985.188,25147.688,5012.043,27265.156,4629.008,4435.051,30626.984,28947.562,30998.36
173.0077652,53651.688,51720.53,9287.906,52183.72,9043.07,9507.852,42729.28,43111.812,44949.375
173.0078034,22353.578,20200.875,1132.2549,19490.281,1290.6924,1202.0732,16883.828,15761.461,16225.8125
173.0081465,7165.457,6621.3633,642.50244,6987.2227,908.15576,748.5293,14051.359,12703.969,12613.891
173.008482,52794.562,53170.28,7153.961,57130.594,7083,7501.8438,50269.72,48957.72,52506.22
