Samples,PU_1,PU_3,SU_2,PU_2,SU_1,SU_3,CU_2,CU_3,CU_1
Group,PU,PU,SU,PU,SU,SU,CU,CU,CU
343.1173953,11533.367,11953.906,1471.2676,12013.5625,1829.3047,1655.0215,16019.6875,15213.125,16113.102
343.1178454,2226.7188,2731.5527,1527.9297,2716.7988,1521.1143,1136.5869,6792.4336,6232.207,6713.457
343.1357697,2116.0273,1665.6357,6692.918,1090.5869,5347.125,5907.9375,15005.43,16113.453,13263.219
343.2112256,10481.43,10296.367,1208.8535,10468.555,883.0752,893.90137,7696.383,8483.352,8951.164
343.2604967,0,0,2209.9766,0,2373.2988,2290.4746,4740.168,4824.5938,5702.4375
344.0525068,1272.5117,1249.4814,16216.203,1345.2158,19561.25,17996.531,1707.0898,2348.8457,2844.6719
344.0526164,1266.7217,1757.8652,22829.578,1621.8418,27423.281,25378.969,6344.6562,6733.8438,7299.379
344.0972873,17103.875,16180.633,1610.0664,16577.969,1557.7949,1385.5303,12087.266,10936.5,11208.359
344.8212106,8548.086,9028.406,12616.039,8182.2305,13023.227,13658.6875,2684.3809,2945.4219,3004.1406
345.0767054,667.32227,615.38184,10713.094,733.7451,12039.633,11289.078,11596.328,11056.844,14340.43
345.09474,0,780.9253,1474.5645,686.9634,1458.1904,850.4834,8854.383,9107.219,10373.344
345.0962771,783.7051,853.7202,9632.445,600.3823,12107.047,10653.609,2293.4531,2007.2627,3193.4414
345.2032216,1682.4004,1620.7744,2757.121,1519.4365,2233.3574,2603.6367,8220.383,8250.531,9010.875
345.2284148,0,0,0,0,0,0,759.84375,700.11084,660.54443
346.0473965,0,0,18540.64,0,22187.906,21564.531,3470.6875,3044.0742,5447.051
346.1403841,0,0,0,674.0469,0,0,635.60547,615.2163,673.6792
347.0009885,1169.9883,1584.0332,928.3638,1210.8838,0,831.40283,1087.8633,1027.2754,1040.8604
347.0896463,1666.2197,3207.9844,11393.594,1913.0088,12942.82,14291.031,9712.8125,11019.883,11811.93
347.1849466,3760.3906,3348.6484,2161.9883,3631.3828,2264.9043,2126.912,3403.1152,3062.4414,3326.3184
347.218929,2849.1758,2537.1406,8483.945,2234.7793,8800.3125,8609.156,13069.555,14616.016,12746.227
348.2200451,9159.305,8522.414,6766.3633,9581.961,7450.9414,7948.0547,7278.6953,7992.574,7728.242
348.8346005,15742.227,16633.984,4259.59,16268.422,3767.789,4080.4668,5477.879,7007.8945,9433.8125
349.0533963,4444.6523,4504.8047,0,4638.0156,767.25195,674.39453,7072.4414,7460.414,7367.867
349.0542806,7323.8516,7725.371,782.3179,8185.617,0,0,10736.484,11707.531,10986.242
349.057446,1394.9053,1850.7656,0,1304.4268,0,0,1279.3193,1322.1777,1649.3115
349.0706858,0,0,8373.805,0,12406.703,10409.102,14510.148,15831.3125,16916.094
349.0713588,0,626.021,10181.578,0,12431.406,10506.273,10512.1875,10770.5,13807.234
349.0932079,15792.727,15009.328,4621.4336,16076.484,4155.5586,5006.332,2974.3223,2184.582,3109.379
349.198158,7274.9883,7991.3164,9952.586,8161.301,11751.664,11033.594,9298.273,9059.633,10701.289
349.2010717,5805.7383,5878.758,0,5880.797,616.40234,0,4717.91,4737.3984,6011.203
349.234378,5649.7227,5385.1484,6195.7383,4315.672,5255.0977,5369.453,15405.383,15303.078,17249.86
350.1238237,2031.0918,1997.4365,1914.4414,1989,2229.545,2271.496,2140.4453,1958,2417.963
350.1242545,21261.5,22694.36,15138.3125,23269.203,18310.453,17021.734,12566.633,14041.1875,15624.297
350.7585485,12914.711,14426.945,630.57715,15011.133,0,700.6987,4751.2695,5708.285,6329.4375
351.0562497,39933.78,39673.25,3391.7617,41770.375,4284.1562,4259.4766,46521.78,47001.22,52173.72
351.128217,1078.4551,1010.3706,0,963.4131,0,0,953.603,1030.2344,1028.7422
351.1283952,734.40283,672.31104,0,677.74854,0,0,1012.24414,968.4717,1151.0605
351.1308281,9333.031,9764.734,1905.5117,9723.734,2522.0938,2328.25,5522.758,5302.8477,6807.6562
351.2135283,2473.1445,2096.371,2094.4414,2070.9355,1472.8096,2075.5918,11694.602,11811.844,11800.727
351.2135798,6990.621,6667.617,3236.9922,7374.008,4108.707,4361.4766,29213.078,27807.516,31323.688
351.2136622,12477.25,12150.742,120625.06,12401.422,131220.75,124730.625,46582.406,45339.125,54416.25
351.2163419,3323.834,3786.5547,13846.406,4527.996,15264.008,15915.703,3540.3105,4104.7734,4378.1875
351.2164164,28315.64,28718.328,7928.8125,28828.906,8726.141,8998.547,15907.617,16935.11,17544.469
351.2895951,2703.211,1416.5957,19644.562,826.708,16758.344,17961.062,54736.125,52539.53,53210.062
352.0914237,8041.0117,7478.043,8677.094,7937.4062,9374.297,8890.5,1960.502,3246.832,2747.8945
352.7548499,16517.234,15552.078,0,15883.945,0,0,5321.664,7266.418,8130.6562
352.8257872,6257.7812,6793.3477,4915.035,6986.672,5122.5,5398.8516,5124.3984,5408.5117,5565.4883
353.0180058,6887.746,7235.09,1832.335,7133.461,2375.4414,2311.125,4370.867,4365.5312,4510.883
353.0674099,15122.773,13691.039,18436.953,15818.578,19195.828,19057.86,17191.422,15546.859,18401.328
353.0674673,34779.28,34879.656,17270.812,35406.47,15439.172,16954.594,32194.39,33122.5,38921.625
353.06787,8703.945,2207.746,12592.789,9104.547,13270.039,12780.719,11175.703,10139.211,14338.43
353.0679068,5615.4844,5037.254,8737.078,5331.0977,8908.4375,8975.883,8698.867,7388.41,9151.445
353.0863044,4978.836,4533.004,21195.438,4943.926,22509.969,21774.406,24246.031,23585.469,23131.469
353.0869668,8926.383,8649.734,26810.016,8972.945,27466.39,26658.906,60700.406,57249.78,56771.594
353.088768,31969.484,28031.766,33866.656,29297.438,36860,36334.375,8349.008,11683.773,10469.172
353.1007627,3769.625,3756.7734,3823.8516,6487.3438,4309.301,4272.9883,20107.219,18166.734,22463.625
353.1014562,57341.875,57714.812,24167.438,64002.78,24900.266,25793.5,127986.875,131592.75,142649.88
353.1077576,28189.938,25456.953,3094.7754,26456.672,3414.3086,3710.8477,4091.588,3193.8887,3610.8125
353.1654202,0,0,853.07275,725.04785,846.88477,775.5947,1806.3564,2162.7773,1931.1006
353.2001851,405129.5,357155.5,361953.75,325730.75,380952.5,395774.25,355586,384802,399826.75
353.2009229,9415.023,8312.719,10238.234,8220.422,9355.5625,10391.961,24010.703,25421.75,25481.516
353.2020668,8947.695,10446.055,10974.789,9514.305,10979.836,12420.641,18260.875,17832.219,18207.516
353.2106675,35154.72,18222.688,112586.69,28215.766,16270.047,301067.25,64577.5,72111.25,12611.656
353.3898468,9352.172,12076.242,4682.672,10442.367,6106.699,6868.6406,4394.0117,6091.168,7360.9023
354.1094628,813.53467,0,3982.6738,937.6284,4801.9844,5139.258,8488.695,8742.555,10820.1875
354.7908529,13008.305,12114.57,1885.5459,12132.242,2455.7402,1898.6934,13575.375,14232.969,16194.727
355.0842836,3373.5059,3020.9395,1727.6113,3329.4863,1844.793,1147.1641,2755.504,2810.0547,2959.082
355.0867222,1430.8018,2122.5312,1855.7295,2058.6914,2297.8184,1998.0654,1224.2676,1461,1927.7793
355.0871661,15274.6875,19647.61,36274.594,18101.922,38240.562,38064.656,6861.8086,7980.0156,8182.8984
355.1158007,7990.8633,7336.078,1128.1934,9571.414,1135.1104,1174.9521,8277.797,10375.172,9729.789
355.1159029,2576.0664,2973.162,857.2495,2607.5273,670.70166,729.43115,7719.125,8312.461,7743.379
355.1164121,833.48047,992.14404,3214.3066,673.0293,3648.7285,3960.0957,6279.8203,6924.926,7940.7617
355.1165424,5330.535,5287.34,905.2251,5432.8984,1087.7139,1116.623,7496.418,7511.0664,7921.3477
355.1167969,1715.6143,1958.9482,10008.383,2397.0469,11879.4375,12580.531,18582.703,18848.047,20657.016
355.1179409,866.4004,861.05225,4399.1875,836.2925,6543.4062,5905.4805,13837.75,14256.023,14770.352
355.1580135,9446.047,9969.094,1719.041,9991.758,2039.1152,1455.0488,6822.574,5751.0312,7237.9844
355.1987873,26104.734,20236.781,26201.375,20251.36,25884.125,30542.969,25698.328,28613.86,29303.766
355.270401,642.0513,716,0,708.35205,0,0,5094.7227,5039.035,6279.1484
355.3196396,0,0,4586.3906,0,3313.2734,3988.0098,7361.922,6746.7734,6658.754
355.3205605,710.5332,0,0,0,0,0,0,0,0
355.3209855,5308.4844,4220.625,154106.5,2182.1387,137116,145279.38,377144.75,322658,367643.5
356.7213776,13438.109,14963.0625,5288.633,13446.492,4319.676,5386.703,2225.416,2651.879,3641.6504
356.919848,33272.844,34040.406,24851.625,34459.22,25449.188,27230.172,17479.031,20264.938,23390.64
357.0598013,1716.583,1312.6836,3006.916,1734.4131,3718.6309,3204.504,2771.537,2833.6387,3142.2852
357.060304,12043.164,12080.406,1688.8516,12060.125,2037.9863,1966.375,2942.5469,5020.3594,6147.082
357.0748631,1060.8848,820.2339,32546.953,1182.5049,35986.156,34351.656,24086.172,25446.016,29233.61
357.0976947,0,0,6839.711,0,7849.332,6739.8125,20791.812,24899.562,21233.297
357.102623,10807.094,10623.664,27852.953,11052.914,27926.625,29256.047,20861.469,23548.453,25065.062
357.1326715,4280.2383,5189.2695,1205.2393,4651.867,1649.8398,2136.9238,26789.422,28384.562,29454.656
357.1327603,9145.242,8232.516,1664.8037,8821.086,1277.0322,1719.4326,133463.5,121562.94,143732.62
357.1328224,4001.6719,4151.9727,2399.8125,5096.3906,3118.3594,2583.0527,5832.465,6435.199,6416.3516
357.1329705,5460.992,5532.203,1213.251,5979.3633,1785.2842,1935.2109,83093.31,81608.94,87988.875
357.1330722,1669.6133,1715.8135,3297.08,1483.1367,3568.6035,3863.129,11334.281,10510.922,12012.836
357.1331136,2215.9883,2361.7754,16557.031,2757.5137,19452.89,19174.516,19974.094,19525.953,20669.766
357.133174,1819.8818,2370.9297,14239.859,2031.9824,15794.219,18033.172,14806.391,14911.656,16592.5
357.1336249,1903.9238,2144.8145,665,1736.9717,0,0,4178.383,4340.3438,4438.492
357.1339088,1688.7266,1932.1855,3910.6191,1825.3643,4726.1016,4669.926,7442.336,6496.836,7590.7617
357.1389606,10438.3125,9549.109,655.834,9861.445,902.2617,894.3999,5698.1875,5691.785,5284.0664
357.159336,6924.7227,7957.2617,7948.16,7898.3906,8138.4883,8429.648,9670.68,9920.469,10055.734
357.2114998,0,0,0,0,0,0,761.43945,0,638.7676
357.2131441,0,0,0,0,0,0,0,0,0
357.2165512,4514.965,4554.789,1058.2344,5035.449,795.603,857.4946,5371.2812,5025.953,4714.4297
357.9210151,9908.727,10012.914,8715.945,10115.383,8728.391,8840.461,6459.75,6975.5312,7072.0938
358.7178404,15505.586,16992.312,6449.6445,17823.406,6843.125,6721.492,3073.6191,3176.8242,3523.498
358.9188562,13846.164,13909.344,12631.805,13704.773,11464.4375,11014.625,9914.719,8328.359,11473.43
359.0967222,1725.8975,1790.7256,850.1221,1816.9619,746.28125,910.99023,1474.9912,1568.6816,1637.3809
359.0970186,72750.31,65436.406,5162.465,69905.94,4455.742,5268.082,56708.406,56650.844,54472.688
359.0970678,8588.125,7664.3203,2866.3398,8104.1094,3107.3945,3484.164,8557.656,8936.234,8848.164
359.1135735,0,0,0,0,0,0,839.20215,655.3794,837.60645
359.1487867,1945.4883,2059.1504,831.01514,2515.5352,0,735.83105,1971.7256,2547.793,2059.9824
359.148949,7260.785,8428.672,670.7417,8496.102,891.2886,968.03174,17876.438,18266.547,18868.625
359.1491952,19831.344,22049.812,754.5249,21673.219,874.124,947.3911,16547.078,17049.656,19024.375
359.1492316,5334.957,4959.539,0,5256.883,0,0,4636.668,5173.164,5288.551
360.7887375,19622.797,19198.281,1059.1123,19300.89,1453.4648,738.0747,10923.773,11961.555,13868.586
361.070213,0,0,9930.836,0,12117.383,13170.008,12679.703,13427.094,14868.508
361.0706263,0,0,11594.75,0,12212.258,12984.305,10324.766,10543.164,12459.789
361.0710104,0,0,11047.047,0,11764.195,12328.1875,7571.676,8597.914,9458.375
361.1461775,2705.3613,2558.125,7295.6484,2386.6992,6305.2344,7135.789,15182.6875,14647.523,14843.539
361.1644268,6898.5586,7172.1133,1023.4575,7965.0273,1385.9102,1356.6992,2743.1016,3309.2695,3258.336
361.1644306,9014.328,7698.1445,9081.406,8586.828,10247.195,9982.766,7592.3945,7692.125,8896.305
361.1645016,87850.625,97723,2878.6172,102362.94,2942.168,1850.0732,15883.75,16524.11,16938.078
361.1651617,9812.977,8844.641,2489.9375,9396.5,2156.1738,2759.4395,7210.324,6198.043,7159.957
361.196831,2720.9434,2472.1348,2963.8438,2179.1484,2728.629,2297.045,17339.86,17041.938,19572.625
361.2454111,0,0,0,0,0,0,0,0,0
362.0776067,0,0,17798.812,0,19724.562,18985.953,13433.82,14643.086,17701.797
362.7852383,16864.344,16910.5,779.3164,16210.227,0,0,10710.406,11702.977,12126.703
362.8775575,10458.727,9510.398,1501.8115,9752.078,1784.583,812.51465,13749.844,15386.359,16707.531
362.9393076,4398.336,4089.6836,4184.4883,4444.301,4612.035,4184.961,4033.0156,4300.2383,4138.414
363.0740226,20996.875,18792.375,1931.376,20265.703,2004.082,1803.8232,10006.672,10506.75,9695.961
363.0751146,772935,695788,8566.203,745215.5,8973.617,8533.859,184698.62,185292.88,180347.5
363.0756951,6429.5664,6447.8867,1345.0635,7142.039,1634.5088,1973.9678,13349.383,12495.523,13967.953
363.0758597,966.67773,219133.5,6900.297,226112.12,8772.172,8088.9336,132955.25,133120.75,121861.06
363.1624006,8753.141,7192.6484,9444.0625,5229.672,8390.6875,9495.797,24489.297,25155.984,25258.11
363.2121083,4018.7031,2927.2637,9247.484,3461.2617,8617.375,9237.359,25572.156,25159.078,29394.016
364.8703608,10444.156,13590.375,15888.0625,12088.5625,19349.844,17187.719,6538.047,7599.1055,7357.668
364.8990694,9485.219,10198.625,974.8662,10672.867,925.2705,948.6245,10577.883,10957.539,10854.125
365.0529459,3293.3438,3255.6777,872.4888,3442.4336,915.5879,1042.3086,4663.1914,4689.539,4255.672
365.0730279,19140.984,19123.39,1821.0527,19060.938,1750.4707,1768.0156,11831.836,12113.57,12048.445
365.0743358,54123.97,50536.062,1188.9355,58291.094,1834.3027,1427.3027,15821.891,15682.086,15517.141
365.0893632,45368.375,48539.938,6287.496,44294.594,6713.8203,7580.551,6632.7656,5776.9727,6523.3633
365.1764173,7820.742,6120.504,7617.3984,4911.293,6281.547,7133.4727,20114.984,20215.984,20214.531
365.1798736,4264.2617,4371.9414,0,5384.035,0,0,6643.414,6140.1016,6444.4336
365.235323,6194.004,7397.746,4432.547,8548.586,6188.5625,4743.5312,5177.0195,5827.0703,6137.2383
366.1191378,11181.219,10820.906,1647.2979,11165.461,1885.6621,1811.2783,2199.7656,3031.9102,2887.4512
366.7514642,13808.758,13329.242,4155.867,13492.961,1722.4395,0,7997.0703,9559.508,9970.43
367.1049098,30389.734,27896.594,142774.12,27940.031,150925.5,145777.12,26598.719,27029.031,24521.406
367.1138851,2659.584,3132.9414,17168.781,2762.8223,17109.172,19181.875,33628.562,34353.344,37530.938
367.1162373,0,0,4020.295,0,4023.7031,4473.6055,9555.461,9543.539,10122.406
367.1172701,0,0,769.7256,0,1017.4204,1052.1553,13484.281,12658.906,16120.5
367.1173761,648.46875,839.8467,12237.734,844.2627,12592.18,13223,44145.656,42057.47,42902.78
367.117378,0,655.20996,12395.328,0,12097.406,13371.641,39201.188,39348.188,47452.812
367.1599778,3011.8105,3579.8965,0,2901.3535,0,0,3476.9258,3134.2852,3410.0352
367.2116858,5722.0273,6206.6094,26406.078,6870.6562,29166.875,27504.672,5069.3047,5254.8984,6002.8867
367.2118436,4269.078,6179.879,2917.8262,5717.5273,2922.2695,2847.625,3132.168,3384.8008,3223.6934
367.2151161,10112.734,11452.672,8348.094,10342.531,10218.352,10490.898,7982.7266,8118.8047,8168.2227
368.1249482,0,0,5360.0273,0,6454.4844,5631.832,12903.773,11979.453,14735.781
368.7482904,12410.016,10937.883,2548.5605,12072.078,1179.8242,2511.914,7227.617,7037.086,8166.6055
368.8315533,2337.8066,3351.9785,4415.9023,2334.0156,6423.1562,5497.367,782.7671,725.3667,818.49756
368.832157,7165.8086,5775.0703,4427.867,6522.426,6198.324,5706.6133,33248.625,31703.672,33279.938
368.9901689,8844.586,8699.078,2167.8242,9050.766,2459.9004,2395.623,6542.8086,6186.535,6765.0977
369.077992,10328.266,9275.406,1898.9277,9004.367,1992.6562,1985.1338,819.84424,666.74805,769.5415
369.1198346,26378.812,23238.094,17352.844,24499.188,18243.203,17265.188,19757.89,21617.188,20987.953
369.1321466,614.4165,663.76807,17708.844,718.55664,18502,17987.625,26334.531,24818.688,30207.86
369.1327122,1685.7754,1839.9326,16771.172,1489.2305,18197.281,19969.281,13400.992,14082.906,15396.914
369.1329798,1730.3115,1882.4922,18711.125,1540.1445,22312.86,21888.047,13259.625,15036.375,15077.711
369.133056,779.65186,649.73193,18860.39,682.1797,19125.547,19010.984,38368.344,38390.656,44286.688
369.138355,18986.062,18138.938,740.41895,18160.922,780.28467,683.60645,17952.422,17438.39,17149.906
369.1385443,2587.1426,2550.461,0,2681.7344,0,0,2972.2266,2850.5625,2754.0117
369.1727219,888.7178,1187.956,6199.672,1125.2793,6355.8633,5487.5273,13672.016,12868.945,14545.391
369.3000112,2111.3809,1050.0498,14026.766,649.7866,11987.203,13052.742,41947.75,40480.5,39321.28
370.1343944,15968.086,14613.828,2621.7715,14903.8125,2181.7305,2032.5391,8986.086,10591.695,9283.891
371.0776678,7072.668,6442.668,2986.2656,7559.832,3253.5234,2745.8867,6062.6875,6097.504,5944.824
371.0959105,5460.1016,4841.5547,8482.945,5535.4453,9240.117,8959.828,2337.7305,2549.2734,2125.1582
371.1105888,7189.324,7574.0195,3015.9746,8207.602,1633.7412,2061.588,17879.61,17943.016,18066.5
371.1356209,50614.75,48221.875,3148.125,47653.094,3279.963,3672.6562,26378.203,29107.281,26131.75
372.8978216,23220.125,25494.844,14101.664,25163.14,16227.633,14707.797,4400.9336,6668.1055,7947.2812
373.056538,14055.422,14589.641,604.78174,17788.5,776.7676,633.4658,4866.664,4711.285,6005.3984
373.0578472,5335.668,5115,3435.75,4801.035,3650.371,3766.75,4580.129,6029.035,6488.7617
373.0700028,0,0,9283.977,0,11113.789,10438.461,8056,7807.508,8543.969
373.1262483,2927.0312,2908.289,1102.9766,3290.539,1081.9443,899.77783,7493.699,7206.1133,6665.5977
373.1267905,2274.8613,4476.2656,925.9707,4806.1016,896.2925,1271.9385,9153.094,9324.055,9169.5625
373.1272878,3421.2773,3025.3164,1063.9219,3334.4082,1022.2666,686.7842,6765.0977,6907.332,8331.625
373.1279127,9371.758,9745.922,2704.7422,10207.508,2827.1738,2665.8164,12374.094,12772.102,14726.5
373.2372388,2002.0479,1851.7666,1878.8965,2103.129,1945.8711,1625.4258,2318.8906,1984.331,2044.4424
374.0940344,9642.836,8870.102,12177.844,8257.469,12259.625,11571.031,704.31445,0,0
374.8399358,12256.773,11428.391,5496.9414,11151.336,4856.664,5262.7734,10788.719,11375.992,11490.641
375.0506181,752.41895,744.8955,9197.07,888.8696,8707.766,9503.531,31538.234,28873.36,34948.094
375.0684304,4632.3633,4390.5117,10476.484,5105.121,10187.367,10360.992,18764.953,17689.438,19101.516
375.0689168,8937.469,8626.234,7271.078,9363.891,7218.59,7342.797,30190.547,31850.703,34408.47
375.084515,784.958,1211.0684,8977.117,1268.7568,8195.711,9283.703,8022.1484,8826.602,8652.703
375.0848418,733.1011,781.98975,20882.281,905.6948,23000.36,23213.64,19159.719,20036.125,20700.64
375.0861969,3192.1719,2701.6836,264769,2902.6953,296464.75,294025.75,223394.38,235013,260013.88
375.090971,3639.9355,3321.9746,24164.344,3743.8438,27214.766,25465.86,1009.7915,795.7871,629.44727
376.7815069,19904.938,21623.297,5758.1484,20451.984,5128.172,4562.414,11737.227,12254.531,14031.867
377.1418648,3983.2012,4037.4902,4713.508,3580.1719,4056.211,4091.246,52880.22,49586.78,54171.72
377.1599374,6131.039,6455.9883,4548.082,6208.836,4906.676,4944.008,4655.461,5169.0938,5732.211
377.1626997,5053.8594,4943.8438,3932.8418,5207.3164,3943.17,4579.617,10537.586,12073.547,11628.945
377.1630657,4304.008,4413.949,3445.0312,3892.6484,3834.498,3309.627,14660.641,14793.57,16490.906
378.1053274,19475.953,20475.64,20898.36,19009.203,18134.516,22689.5,2678.7598,1126.1953,1853.7764
378.7772679,12793.398,12087.805,3167.6602,13105.508,2862.2168,2665.1504,7261.4023,7656.0156,8748.68
378.8537792,13021.727,10796.547,770.8779,11602.68,716.8086,722.77686,6590.0156,8674.266,9583.359
379.1026281,79118.375,81800,80620.875,80561.31,70880.25,83402.125,8902.766,11694.9375,12956.789
379.1552014,3528.7324,3972.623,3037.3477,3291.2266,3321.795,3187.252,2895.9336,2706.7266,3317.9062
379.1554697,3286.9707,3765.9922,2691.9688,4400.418,2823.4316,3268.9746,3187.877,3326.5156,3705.75
379.1572396,19785.36,17020,66851.06,14109.391,63412,67067.44,110883.56,108111.81,114615.19
379.1596506,978.8579,1351.8154,0,1321.876,0,0,1064.832,1230.582,1219.0469
379.1774354,8136.4688,7317.203,7321.8906,5393.496,6887.3945,8188.957,13563.273,14831.273,14611.406
379.1779077,6279.0117,6298.4414,10516.586,6000.797,9406.781,10535.391,18928.531,17517.094,20410.531
380.1551612,8370.6875,8322.703,19320.938,8041.6484,22910.5,22191.312,7762.664,7682.297,7586.5664
380.8431739,64204.938,72120.56,91646.75,68980.375,98093.69,97863.5,13799.3125,14663.547,13524.227
381.0825722,5090.367,5173.715,0,5070.75,2088.211,1772.8906,8248.367,7405.5195,7634.6016
381.0844431,21107.531,21351.188,13342.914,19750.094,13956.039,14405.391,2350.3672,3828.8652,3812.0215
381.0961403,2678.4668,2747.4531,51118.75,3042.0996,54475.03,53811.656,1195.2139,1272.1084,1676.3984
381.0974561,0,676.0757,41922.844,894.48926,43169.188,43108.438,1070.6973,1349.4844,1637.9219
381.1597515,1597.1133,1739.4697,6393.5,1504.9277,6310.953,5454.793,10312.1875,10006.492,11047.719
381.1733451,133581.88,115448.375,127106.625,89124.56,121693.875,130265.94,248115.75,246385.25,252745.5
381.1750518,2588.166,2656.5957,772.8579,2652.334,0,773.2959,2479.0645,2491.289,2950.9785
381.1754492,6894.4727,6881.379,641.4634,7657.047,1160.1963,1117.4482,6110.91,4806.086,5725.5273
381.1757744,19038.062,19598.86,1130.8369,21107.797,916.45654,1320.9365,16821.656,17996.406,18906.64
381.1764068,4718.457,4811.0625,0,4951.051,0,0,4170.754,4464.215,4945.6367
381.2305495,32814.312,39917.062,19746.234,39032.812,22357.172,27538.656,30087.281,36804.5,38587.125
381.2308365,7301.801,7910.508,6316.543,9385.258,6741.172,6775.66,7249.6797,8074.3477,8224.477
381.2312036,7440.6484,7439.379,7301.7227,6761.1562,8034.9297,8600.297,9303.43,9855.352,10602.602
382.0991915,4687.332,5071.324,4812.207,5452.66,4360.504,4640.965,12078.195,11431.164,12323.211
382.1496921,7199.371,6490.117,1222.9062,6395.047,1234.9199,1339.2188,11031.8125,11247.9375,10077.859
382.7424378,11550.844,11246.68,12559.406,12986.172,11173.172,11567.555,16322.656,15476.391,17183.547
382.8410679,21255.828,22533.984,29316.516,22075.047,31648.484,31785.734,4791.5,4263.4297,5118
383.0753108,1324.2129,1132.166,0,1304.2002,0,0,7634.164,6820.9062,5759.3164
383.0759629,5396.1133,5302.3047,8229.617,6270.996,8985.039,8438.578,11955.477,14154.883,14258.641
383.0761526,621.7988,754.708,4987.176,751.7988,4893.535,4588.91,4502.578,3861.8008,4970.371
383.0761794,3805.0254,4185.633,7338.6406,4511.7812,7889.3867,7685.961,6794.5586,7576.371,7612.578
383.0764401,20598.953,21419.25,11444.984,20179.547,9554.43,10475.508,22448.234,23068.688,25380.297
383.0764438,11762.414,11939.1875,15738.414,12403.773,15114.719,16044.633,14365.039,15094.703,17483.64
383.0765676,1170.7129,1518.6875,0,1798.7529,682.72705,634.99316,7595.543,7268.879,9499.094
383.0785022,1005.03613,1015.687,4475.074,805.7578,4893.535,5933.9023,4295.414,3843.0078,4473.758
383.1027993,32091.281,30238.484,38270.938,23583.344,43544.125,43451.25,10598.695,16483.406,13220.18
383.1125936,15813.156,14666.648,2789.3223,15226.102,2993.246,2598.9355,37097.75,37536.562,42018.72
383.1131638,4741.1797,4365.539,752.87305,5150.965,1134.4385,1037.3857,9895.906,7732.332,5060.4766
383.1171019,4373.801,4263.547,742.9258,4202.6953,905.3594,1183.1025,3819.537,3263.662,3593.6484
383.1544297,10080.047,9502.547,0,10363.648,751.3672,0,9526.695,9261.18,9116.633
383.1544623,5692.2344,6025.422,0,5557.0664,809.2095,0,3457.4707,3363.004,2812.0977
383.1550018,2770.7441,3339.1152,0,3655.9277,0,0,3194.4824,4396.3984,3879.4844
383.1754954,12064.891,10947.172,11130.711,8633.8125,9907.367,11701.391,20020.25,20432.5,20647.75
383.3516349,2005.668,1956.7559,6843.9297,2045.5098,3180.6133,5133.6836,9937.711,9877.727,8450.859
383.3518713,664.7881,0,4443.996,0,3954.752,3906.9453,10151,9841.273,9900.883
384.2354015,8413.234,7497.953,1448.5332,7721.25,1530.8145,1342.917,6932.0312,7654.3945,6955.301
384.7390751,7596.1797,7275.289,7723.9023,8072.5117,7181.871,7346.129,10719,10397.656,11111.977
384.8108792,7585.5273,5577.5625,0,6641.328,729.54395,787.6953,16327.406,18093.984,21694.234
385.0917726,2905.4746,2536.455,771.0864,2932.7422,993.9326,967.96436,1685.4287,1229.5859,1750.8398
385.1079253,848.8301,976.5962,10622.703,846.5073,13261.047,13898.844,14581.539,12424.1875,16347.375
385.1140249,13316.18,12331.031,5265.426,12346.477,5500.25,4885.66,3824.168,5524.4766,5403.6953
385.1906766,2062.17,4427.7266,2620.168,4565.832,2889.123,3325.9473,5017.84,4952.4805,5604.051
386.8028081,54562.094,54337.5,64957.25,57524.78,67303.875,68467.31,12137.016,15074.055,19479.406
386.9391582,87295.81,85394.375,66311.81,88859.75,66628.69,67061.25,132869.75,141267.38,147857.25
387.092226,7971.9883,7533.953,778.4761,7990.7773,712.07324,777.4761,7082.1094,6760.117,6224.5312
387.1099536,3888.4062,3380.7559,5768.4453,3807.2363,5864.043,5570.703,22752.562,23367.61,26375.86
387.1277188,21130.297,18731.61,2242.3438,19657.719,2305.3184,2646.9336,13368.344,14445.578,14401.258
387.1430021,4322.7734,4795.742,1016.93115,4425.449,807.12256,991.1826,7934.5234,7784.4883,10150.367
387.1434345,3379.4668,3266.8613,9333.859,3604.3145,10191.211,10106.336,8683.891,9576.398,10541.805
387.1897307,7468.633,6479.3867,23851.281,6443.8945,24094.469,23777.453,8220.078,9352.477,9785.633
387.9400307,41808.844,39810.25,31930.734,41962.406,31901.016,30833.969,64114.344,64953.812,68829.19
388.8003182,18581.797,18811.531,23057.125,19315.781,23819.438,23521.406,3687.7441,4773.6914,9876.977
388.8747369,5890.5195,7761.922,3693.5684,6943.582,3352.6152,3460.6387,790.47266,1138.5791,847.84863
388.9373169,45569.97,46438.72,34970.688,47212.938,34578.28,35866.438,74004.06,71409.625,76209.125
389.0116552,21475.719,18466.766,0,20183.062,0,636.0586,6157.2695,8035.242,9376.516
389.0121907,4199.875,4853.543,0,4778.922,0,0,5029.0312,5761.965,5980.1484
389.1233317,5235.418,4546.25,0,4305.8086,1180.3955,1041.8887,7687.504,7426.914,7416.164
389.1378965,0,0,0,0,0,0,1573.5684,1587.8213,916.6343
389.1597328,15019.844,14726.039,0,15979.039,0,615.103,25087.375,26742.266,27488.344
389.9379306,13991.773,14415.148,11178.531,14736.4375,10798.883,11367.273,21877.719,22540.922,24243.297
390.1079473,218590.25,201024,2076.957,216640.75,3611.961,3171.6309,5909.625,4266.3516,5111.449
